,First_pokemon,Second_pokemon,Winner
7525,339,494,494
7528,561,440,561
7529,644,131,644
7532,405,697,697
7533,38,268,38
7534,349,718,718
7536,541,290,541
7538,691,590,691
7539,64,320,64
7540,63,488,63
7541,621,79,621
7542,263,429,429
7544,668,328,328
7546,196,87,196
7547,23,372,23
7548,424,165,424
7549,309,686,309
7550,78,307,78
7551,579,110,110
7552,394,11,394
7553,62,703,62
7554,296,53,53
7555,577,652,652
7557,579,661,661
7558,193,20,20
7559,576,101,101
7560,682,616,616
7562,109,241,241
7564,637,42,637
7565,259,636,636
7566,594,654,654
7567,101,234,101
7568,409,398,398
7569,167,241,241
7570,628,707,628
7571,575,131,131
7572,376,38,38
7573,209,276,276
7574,194,598,598
7575,546,565,546
7577,26,424,424
7578,701,136,701
7580,333,616,333
7583,188,20,20
7584,167,474,474
7586,134,417,417
7587,318,526,318
7589,134,707,707
7591,694,288,288
7592,66,338,338
7597,668,139,668
7601,625,248,625
7602,328,375,328
7603,36,709,36
7604,436,378,378
7605,606,42,42
7606,710,423,710
7608,29,55,55
7610,210,77,77
7611,587,9,587
7612,509,435,435
7614,573,215,215
7615,523,647,523
7616,395,212,212
7617,323,690,323
7618,562,584,584
7620,608,687,687
7621,638,325,638
7623,516,216,516
7625,714,72,72
7626,539,600,539
7627,229,621,229
7631,154,565,154
7632,268,72,72
7633,36,239,239
7635,151,429,429
7636,653,527,527
7637,103,470,470
7638,280,355,280
7640,502,407,407
7641,6,50,6
7642,470,478,478
7643,129,687,129
7644,18,182,18
7645,376,350,350
7646,615,681,681
7647,96,362,362
7649,588,560,588
7651,475,365,475
7653,286,232,286
7654,313,156,313
7655,306,254,254
7657,264,472,264
7658,553,409,553
7659,262,580,262
7660,639,695,695
7661,353,578,353
7662,632,438,632
7663,76,248,248
7664,252,504,252
7665,544,30,30
7666,554,314,554
7667,577,711,711
7668,231,94,94
7669,247,135,135
7670,2,719,2
7671,559,140,140
7672,661,138,661
7673,36,147,36
7674,707,565,707
7675,595,305,595
7676,399,706,706
7677,147,462,462
7678,382,355,382
7679,291,222,291
7680,714,318,318
7681,709,20,20
7682,230,475,230
7683,563,567,567
7684,34,333,333
7685,617,450,617
7686,589,319,319
7687,102,643,643
7689,472,152,472
7690,196,604,196
7691,546,69,69
7693,411,324,411
7695,520,553,553
7696,63,526,526
7697,554,481,481
7698,477,158,477
7699,501,239,239
7700,5,276,276
7701,80,195,195
7703,574,86,86
7704,49,605,49
7705,437,537,537
7707,5,11,5
7708,566,245,245
7709,344,16,344
7710,54,657,657
7712,15,271,15
7713,322,491,491
7714,87,419,419
7715,226,432,432
7718,159,173,159
7719,107,202,107
7721,214,391,214
7723,116,193,193
7724,184,472,472
7726,175,180,180
7727,636,109,636
7728,44,58,58
7729,181,648,648
7731,402,89,402
7732,365,242,365
7733,235,140,235
7734,367,580,580
7735,328,330,330
7736,459,330,330
7737,655,375,655
7738,130,712,130
7740,358,525,525
7741,64,629,629
7743,383,394,383
7744,477,611,611
7745,80,677,677
7747,269,253,253
7748,310,305,310
7749,3,607,3
7750,174,357,357
7751,33,278,278
7752,541,68,68
7753,33,164,164
7754,679,419,419
7755,81,684,684
7756,570,17,17
7757,319,538,319
7758,155,216,155
7759,704,298,704
7761,292,603,603
7762,613,343,343
7763,436,270,270
7764,117,74,117
7765,555,628,555
7766,294,405,405
7767,330,605,330
7768,380,155,380
7773,4,692,4
7774,165,166,166
7776,120,579,579
7778,643,140,643
7779,710,577,710
7780,346,3,3
7781,641,249,641
7782,537,685,537
7784,146,414,146
7785,392,259,392
7786,707,287,707
7787,385,689,385
7788,4,397,397
7789,42,405,42
7790,619,530,530
7791,276,537,276
7792,258,395,395
7793,439,702,702
7794,489,288,288
7795,286,595,286
7797,274,95,95
7799,56,687,687
7800,147,254,254
7801,102,467,467
7802,162,401,162
7803,25,213,25
7804,266,303,303
7805,316,716,716
7806,572,256,572
7807,617,559,617
7808,691,625,625
7809,592,163,163
7810,288,421,288
7812,86,592,592
7813,407,598,598
7814,18,25,18
7815,661,511,511
7816,68,130,130
7817,96,535,535
7818,586,347,586
7819,140,245,245
7820,102,205,205
7821,472,195,472
7824,630,534,534
7825,484,278,484
7826,120,59,59
7827,530,370,370
7828,191,289,289
7829,7,502,502
7830,243,470,243
7831,148,573,573
7832,589,130,130
7834,407,182,407
7836,720,690,720
7838,213,574,574
7839,214,226,214
7840,588,692,588
7842,264,14,264
7843,634,9,9
7844,376,542,542
7846,581,327,581
7847,248,330,330
7849,307,681,681
7850,484,682,484
7851,263,167,263
7853,388,554,554
7855,271,314,314
7856,44,284,284
7857,150,457,150
7858,67,239,239
7860,225,266,225
7861,644,512,512
7862,9,691,9
7863,364,162,162
7864,467,175,467
7866,610,422,610
7867,301,78,78
7868,98,628,628
7869,338,359,359
7870,362,208,362
7871,54,720,720
7872,221,375,375
7873,185,141,141
7874,689,139,689
7876,707,428,428
7877,177,539,539
7879,167,75,75
7880,545,608,545
7881,404,143,404
7882,316,549,549
7883,403,675,675
7884,8,328,8
7885,388,16,16
7886,656,229,229
7888,200,316,200
7889,400,603,400
7890,83,115,115
7891,294,525,294
7892,656,432,432
7893,283,672,283
7894,4,515,4
7895,287,78,78
7896,199,696,696
7897,338,117,117
7898,244,120,244
7899,280,462,462
7900,519,473,519
7901,34,287,34
7903,571,537,571
7904,649,524,649
7905,162,340,162
7906,718,396,396
7907,714,647,647
7908,4,487,487
7910,251,522,251
7911,50,189,189
7913,659,108,659
7914,376,234,234
7915,17,195,17
7916,597,121,597
7917,647,298,647
7918,237,77,77
7920,561,612,612
7921,706,659,706
7922,233,302,302
7924,68,114,114
7925,266,420,420
7926,576,359,359
7927,584,181,584
7929,191,373,373
7930,207,545,545
7931,291,630,291
7933,713,403,403
7935,75,685,685
7937,75,131,131
7938,307,588,588
7939,599,33,599
7940,349,446,446
7941,320,126,126
7942,604,388,604
7943,564,610,610
7944,625,53,53
7945,304,158,158
7946,428,95,428
7947,356,366,366
7948,280,481,481
7949,710,275,275
7950,373,529,373
7952,659,485,485
7953,538,348,348
7954,713,549,713
7955,284,4,4
7956,641,633,641
7957,314,42,42
7958,439,598,598
7959,255,97,97
7960,612,164,612
7961,333,670,670
7962,655,351,655
7963,185,703,703
7964,600,611,611
7966,381,75,381
7967,186,453,186
7968,480,211,480
7971,532,189,189
7972,285,200,200
7973,572,339,572
7974,155,557,155
7975,238,540,238
7977,310,557,310
7978,347,58,347
7979,540,28,28
7980,357,209,357
7981,81,260,260
7982,666,202,666
7983,360,564,360
7984,415,463,415
7985,17,46,17
7986,558,43,558
7987,394,171,171
7989,178,448,178
7990,134,156,156
7991,515,646,646
7992,146,529,146
7993,290,127,127
7994,56,86,56
7995,581,281,581
7996,588,425,425
7997,275,581,581
7998,575,400,400
7999,407,256,407
8000,131,548,131
8001,285,207,207
8002,347,404,347
8003,204,246,246
8004,133,189,189
8005,360,84,84
8006,324,284,324
8007,548,433,433
8008,715,649,715
8009,640,618,640
8011,175,338,338
8012,601,41,601
8014,508,50,50
8015,119,397,397
8016,616,705,705
8017,2,664,2
8018,636,554,636
8021,144,274,144
8023,573,600,573
8025,571,346,571
8026,133,563,563
8027,459,309,309
8028,186,43,186
8030,154,693,154
8031,53,711,711
8032,393,98,98
8034,264,500,264
8035,394,691,394
8036,526,676,526
8038,498,552,552
8039,564,497,497
8040,680,613,613
8041,337,19,19
8042,522,305,522
8043,270,602,602
8044,18,552,18
8045,338,175,338
8046,337,526,526
8047,620,272,620
8048,189,284,189
8050,678,337,678
8051,399,599,399
8052,407,358,407
8053,43,277,277
8054,583,586,586
8055,245,199,245
8057,508,673,508
8058,208,271,271
8059,246,321,321
8060,14,136,136
8061,444,181,444
8062,62,405,405
8063,369,81,369
8064,19,33,19
8065,253,77,253
8066,580,360,580
8068,557,34,34
8069,462,150,150
8070,501,79,501
8071,695,69,695
8073,532,625,625
8074,385,148,385
8075,669,363,669
8078,367,692,367
8079,623,222,623
8082,501,533,501
8083,567,9,567
8084,221,262,262
8085,605,541,541
8086,156,339,156
8087,121,622,121
8088,408,389,408
8089,319,403,319
8090,550,698,550
8091,658,463,658
8093,457,48,457
8094,362,719,362
8095,690,415,690
8096,343,713,713
8097,23,159,159
8098,660,407,407
8099,228,709,228
8101,483,565,483
8102,10,77,77
8103,462,318,318
8104,166,465,166
8105,592,585,585
8106,416,340,340
8108,392,105,392
8109,459,17,17
8110,111,145,111
8112,537,534,537
8114,605,657,657
8115,689,372,689
8116,718,11,718
8117,338,386,386
8118,64,234,64
8119,319,546,319
8120,325,382,382
8121,205,709,709
8122,348,576,576
8123,480,497,497
8124,538,321,321
8125,212,502,212
8126,441,9,441
8127,460,155,155
8128,219,248,248
8129,49,585,49
8130,323,623,623
8131,632,576,632
8132,138,41,41
8133,501,643,643
8134,52,581,581
8136,24,610,24
8137,286,324,286
8139,393,469,469
8142,398,433,398
8143,270,706,706
8144,660,642,642
8145,293,696,696
8146,388,474,474
8147,616,362,362
8148,169,96,169
8150,105,170,170
8151,201,389,389
8152,256,262,262
8153,579,505,505
8155,88,11,11
8156,1,299,1
8157,448,122,122
8159,392,123,392
8160,524,470,470
8161,499,463,499
8162,594,495,594
8163,42,376,376
8164,332,228,228
8165,478,254,254
8166,145,502,145
8167,483,600,483
8168,700,581,581
8169,17,483,483
8170,54,133,133
8171,464,224,224
8172,465,154,154
8173,642,646,642
8174,189,202,189
8175,257,366,257
8176,634,662,662
8177,243,488,243
8178,369,144,144
8179,562,107,562
8180,663,79,79
8181,456,300,456
8182,420,267,267
8183,721,122,122
8184,461,346,461
8185,530,279,530
8186,454,226,454
8188,632,315,632
8189,89,28,28
8190,292,240,240
8191,226,445,226
8192,224,413,224
8194,475,656,475
8195,197,36,197
8196,164,265,164
8198,195,191,195
8199,586,545,545
8200,255,276,276
8201,56,42,42
8202,5,19,5
8203,152,212,212
8204,579,547,547
8206,497,197,497
8207,601,97,601
8208,620,575,620
8210,413,259,259
8211,468,48,468
8212,126,321,126
8213,574,578,574
8215,230,53,53
8216,307,186,186
8217,16,67,16
8218,172,500,500
8219,123,119,123
8220,492,203,492
8222,231,259,259
8223,694,398,398
8225,64,43,64
8226,269,429,429
8227,680,286,680
8228,417,689,417
8229,81,126,126
8230,188,55,55
8231,664,348,348
8232,225,643,643
8233,605,541,541
8234,538,172,172
8235,718,162,718
8236,705,142,142
8237,18,35,18
8238,300,202,300
8239,37,370,370
8240,456,690,456
8241,664,665,664
8243,288,18,18
8244,478,189,189
8245,278,387,387
8246,228,34,34
8248,142,515,142
8249,334,414,334
8250,411,327,327
8251,668,715,715
8253,558,356,558
8254,282,379,282
8255,359,693,359
8256,666,622,666
8257,602,259,602
8258,664,650,650
8259,138,555,555
8260,304,156,156
8261,136,95,95
8262,280,567,567
8264,363,311,311
8265,48,319,319
8268,33,575,33
8269,572,48,572
8270,159,488,488
8272,243,163,243
8273,205,676,676
8274,484,658,658
8276,138,411,138
8277,381,618,381
8278,277,25,277
8279,310,606,310
8282,665,47,47
8283,453,527,527
8285,680,253,253
8286,688,257,257
8287,669,630,630
8288,345,233,233
8289,385,610,385
8290,518,602,602
8292,594,428,428
8293,669,644,669
8294,457,555,555
8295,248,555,555
8296,253,55,253
8297,327,312,312
8298,643,129,643
8300,393,479,479
8302,709,663,663
8303,546,525,525
8304,477,154,154
8305,106,408,106
8307,181,300,181
8308,321,307,307
8309,625,598,625
8310,42,389,42
8311,548,400,400
8313,43,636,636
8314,443,14,443
8315,62,388,62
8316,410,457,457
8317,701,247,701
8318,404,610,404
8320,650,110,110
8321,382,176,382
8323,123,320,123
8324,98,642,642
8325,709,260,260
8326,306,336,336
8327,129,227,129
8329,525,211,211
8330,427,28,427
8331,533,535,535
8332,77,205,77
8333,362,7,362
8334,641,318,641
8335,617,445,617
8336,388,687,687
8337,406,326,326
8338,536,627,627
8339,618,48,48
8340,304,24,304
8341,631,669,631
8342,603,65,65
8343,690,139,139
8344,486,12,486
8345,335,300,335
8346,472,232,472
8347,233,305,233
8348,23,568,568
8349,611,355,611
8350,283,96,283
8352,112,125,112
8353,462,694,694
8354,676,152,676
8355,686,493,493
8356,608,635,635
8357,714,246,714
8359,538,36,36
8361,536,393,536
8362,396,202,396
8363,111,284,284
8364,716,331,716
8365,712,46,712
8366,681,355,355
8367,680,686,686
8368,539,1,539
8369,288,630,288
8370,299,51,51
8371,129,136,136
8372,640,494,640
8373,303,589,589
8374,525,444,444
8375,254,329,254
8376,137,317,317
8377,600,134,134
8378,248,662,662
8380,13,678,678
8383,557,63,557
8384,263,349,349
8385,314,157,157
8387,119,239,239
8388,599,477,477
8390,584,255,584
8391,489,144,144
8392,508,116,508
8393,483,378,483
8394,661,485,485
8395,608,447,447
8396,610,144,144
8397,478,261,261
8398,519,196,196
8400,401,520,520
8401,352,109,352
8402,188,602,188
8403,189,352,189
8404,123,700,123
8405,553,55,553
8406,164,140,164
8407,344,525,344
8408,311,585,311
8409,245,322,245
8410,587,645,645
8411,262,29,262
8412,467,707,467
8414,638,295,638
8415,163,540,163
8417,187,693,693
8418,466,152,466
8419,576,370,370
8420,265,411,411
8423,518,576,576
8424,76,122,76
8425,320,545,545
8426,539,536,539
8427,231,197,197
8428,177,656,656
8429,329,206,329
8430,479,467,467
8431,619,251,251
8432,511,186,186
8433,528,683,528
8434,419,300,419
8435,316,332,332
8436,103,461,461
8437,552,355,552
8438,190,370,370
8439,402,500,500
8440,203,153,203
8441,454,167,454
8442,402,280,402
8443,243,10,243
8444,375,677,677
8446,633,428,428
8447,182,720,720
8448,397,386,386
8449,627,128,128
8450,96,549,549
8451,329,51,51
8452,57,648,57
8453,667,385,385
8455,25,332,25
8457,76,475,475
8458,409,562,409
8459,623,18,18
8460,473,429,429
8461,463,280,463
8462,197,301,301
8463,489,590,489
8464,709,327,327
8467,510,498,510
8468,10,510,510
8469,228,181,228
8471,598,238,598
8473,300,643,643
8474,384,64,64
8475,249,644,249
8477,11,114,114
8478,555,622,622
8480,481,678,678
8481,424,523,523
8482,451,207,207
8483,226,163,226
8484,721,513,721
8485,159,693,693
8487,190,26,26
8488,689,704,689
8489,515,114,515
8490,266,667,667
8491,412,21,21
8492,156,627,156
8494,80,411,411
8495,289,148,289
8496,670,651,651
8497,461,29,461
8498,346,444,444
8499,4,77,77
8500,635,707,707
8501,238,624,238
8502,498,63,63
8503,632,109,632
8504,488,537,488
8505,569,76,569
8507,436,693,693
8508,366,281,281
8509,565,146,565
8510,252,712,712
8511,436,605,605
8514,205,510,510
8516,559,285,559
8517,630,646,646
8518,688,650,688
8519,198,240,198
8520,572,374,572
8522,461,575,461
8523,299,532,532
8524,414,702,702
8525,256,432,432
8527,328,79,79
8528,98,91,91
8529,130,295,130
8530,717,497,497
8531,447,308,308
8532,601,114,601
8533,356,672,672
8534,433,602,602
8535,596,21,596
8536,375,466,466
8537,405,110,405
8538,606,214,214
8539,216,187,187
8541,683,598,683
8542,676,320,676
8544,278,289,289
8545,77,8,77
8546,619,711,711
8547,675,439,439
8548,374,303,303
8549,365,592,365
8550,659,105,659
8551,486,566,486
8552,3,545,545
8553,119,431,431
8554,8,253,253
8555,679,714,679
8556,414,59,59
8557,349,167,167
8558,645,674,645
8559,135,396,135
8561,175,142,142
8562,160,691,160
8564,546,301,301
8567,122,349,122
8569,716,403,716
8570,1,352,1
8571,519,721,721
8572,571,655,571
8573,425,383,383
8575,212,336,336
8576,30,595,595
8578,470,220,470
8579,361,208,208
8580,126,619,126
8581,12,98,12
8582,324,170,170
8583,370,468,370
8584,451,372,451
8585,345,567,567
8587,630,415,630
8588,515,603,515
8589,344,111,344
8591,18,198,18
8592,488,91,488
8594,618,84,618
8596,264,14,264
8597,502,498,502
8598,289,449,289
8599,365,164,164
8600,261,170,170
8601,405,451,405
8603,594,516,516
8605,641,207,641
8606,344,25,25
8607,678,293,678
8608,11,541,541
8612,288,385,385
8614,557,344,344
8615,624,257,257
8616,721,460,721
8617,244,367,244
8618,32,56,56
8619,408,654,654
8620,405,212,405
8621,358,408,358
8622,510,627,510
8623,345,674,674
8624,33,262,262
8625,196,378,196
8627,504,187,187
8628,202,604,604
8629,68,161,68
8630,191,319,319
8631,126,293,126
8634,22,646,22
8635,54,636,636
8636,423,58,58
8637,157,247,157
8638,387,314,314
8639,579,240,240
8640,603,391,391
8641,85,79,85
8642,185,609,609
8643,187,661,661
8645,421,264,264
8646,54,601,601
8648,674,294,294
8649,65,648,65
8651,577,210,210
8652,703,682,703
8653,467,425,467
8654,179,264,264
8655,120,63,63
8657,645,588,645
8658,415,126,126
8659,597,293,293
8660,414,279,414
8661,166,7,166
8662,463,622,622
8663,205,114,114
8664,687,648,648
8665,37,393,37
8666,176,248,248
8667,187,369,369
8668,213,313,313
8669,106,634,106
8670,276,190,190
8671,535,581,581
8673,25,248,25
8674,169,283,169
8675,547,208,208
8676,162,612,612
8677,88,548,548
8678,219,371,371
8680,419,512,419
8681,579,416,416
8682,607,179,179
8683,418,715,715
8684,182,135,135
8687,428,498,428
8688,64,147,64
8689,19,451,19
8690,81,10,10
8691,549,192,549
8692,203,560,203
8693,67,379,379
8695,525,3,3
8696,388,484,484
8698,500,59,59
8699,91,385,385
8700,111,487,487
8702,560,74,560
8703,431,565,565
8704,700,259,700
8705,231,63,231
8707,527,86,527
8708,621,369,369
8709,343,715,715
8710,502,139,502
8711,398,515,398
8712,19,578,19
8713,226,406,226
8714,704,6,6
8715,262,448,448
8716,137,595,595
8718,198,684,198
8719,439,280,439
8721,248,676,676
8722,516,475,516
8723,143,170,143
8724,18,72,18
8726,198,241,241
8727,571,698,571
8728,599,354,354
8729,67,104,67
8730,442,61,61
8731,631,151,151
8732,229,590,229
8733,68,352,68
8734,61,243,243
8736,215,305,215
8737,439,130,130
8738,341,386,386
8739,323,239,239
8741,525,560,560
8742,124,84,124
8743,62,552,552
8744,393,183,183
8745,121,678,121
8746,685,390,685
8747,676,557,676
8749,258,662,662
8750,63,317,317
8751,676,37,676
8752,540,531,531
8753,183,588,588
8754,555,620,620
8755,28,165,28
8756,415,600,415
8757,402,289,289
8758,459,589,589
8760,100,507,100
8762,379,325,325
8763,479,524,524
8764,499,507,507
8765,208,485,485
8766,557,73,73
8767,470,21,470
8769,315,131,315
8770,167,75,75
8771,167,342,342
8773,460,164,164
8774,355,207,207
8775,703,618,703
8776,458,613,458
8777,124,312,312
8779,245,465,245
8780,464,105,105
8782,160,373,373
8783,612,576,612
8784,256,572,572
8785,425,650,425
8786,129,628,628
8787,34,35,34
8789,194,156,156
8790,363,415,415
8791,584,364,584
8793,510,239,510
8794,548,584,584
8795,238,451,451
8797,273,231,231
8798,110,520,520
8800,388,59,59
8801,6,710,6
8802,520,385,385
8804,379,186,186
8805,572,69,572
8807,562,397,397
8808,495,39,495
8809,73,685,73
8810,67,372,372
8811,454,158,454
8812,241,108,241
8813,284,656,656
8814,612,341,612
8817,321,108,321
8818,105,662,662
8819,679,321,321
8820,396,377,396
8822,632,137,632
8824,37,487,487
8825,481,443,481
8826,151,99,151
8827,439,718,718
8828,22,53,53
8830,626,374,626
8831,637,409,409
8832,683,301,301
8833,627,73,73
8835,431,246,431
8836,454,646,646
8837,376,523,523
8838,445,81,445
8839,72,651,72
8841,479,241,241
8842,675,400,400
8843,712,553,553
8845,580,634,634
8846,219,715,715
8847,362,655,655
8848,564,43,43
8849,249,252,249
8850,466,576,466
8851,52,621,621
8852,252,551,252
8853,546,517,546
8854,21,615,615
8855,372,532,372
8856,668,638,638
8857,365,576,576
8858,236,626,626
8859,50,272,50
8861,7,533,7
8862,357,441,441
8863,566,584,584
8864,473,715,715
8866,452,561,561
8867,509,35,509
8868,716,492,492
8869,462,241,241
8870,475,302,302
8871,220,87,87
8872,432,611,432
8873,357,267,267
8874,579,219,219
8875,372,174,372
8876,191,709,709
8877,24,542,542
8878,198,462,198
8879,45,276,276
8880,290,452,452
8881,304,92,304
8882,446,381,446
8884,632,50,632
8885,473,707,473
8886,13,462,462
8887,460,344,344
8888,269,244,244
8889,498,633,498
8890,520,73,73
8891,112,293,112
8894,319,385,319
8895,154,196,196
8896,404,632,632
8897,498,1,1
8899,481,198,198
8900,656,180,656
8903,206,249,249
8904,68,500,500
8905,507,282,282
8908,417,513,417
8909,652,103,652
8910,110,77,77
8911,389,208,389
8912,572,103,572
8914,206,424,424
8915,360,190,190
8916,245,343,245
8917,549,390,549
8919,405,681,681
8920,420,282,282
8921,693,455,693
8923,416,571,571
8925,253,353,253
8926,211,111,211
8927,420,320,320
8930,298,7,7
8931,310,370,310
8932,487,279,487
8933,434,206,434
8935,245,158,245
8936,517,513,513
8937,552,608,552
8938,43,257,257
8939,160,231,160
8940,219,72,72
8941,134,124,124
8942,105,536,536
8943,579,590,579
8945,606,721,721
8946,395,621,395
8948,565,569,569
8949,358,669,358
8950,715,447,715
8952,80,596,596
8953,201,210,201
8955,687,681,687
8956,327,303,327
8957,477,699,699
8958,597,532,532
8959,564,462,462
8960,703,576,576
8961,670,349,670
8963,48,455,455
8964,530,280,530
8965,606,341,606
8967,521,693,521
8968,564,552,552
8970,360,344,344
8971,133,193,193
8972,384,298,384
8973,95,178,178
8974,691,469,469
8975,94,512,94
8976,457,136,457
8977,539,80,539
8978,114,317,114
8979,130,629,130
8980,263,353,353
8981,623,298,623
8982,323,463,463
8983,583,718,718
8984,690,264,264
8985,603,390,390
8986,461,477,461
8987,250,514,514
8988,444,711,711
8989,76,87,87
8990,416,365,365
8991,13,317,317
8992,568,138,568
8993,18,161,18
8994,235,341,341
8995,68,674,68
8996,94,527,94
8997,368,624,624
8998,145,84,145
8999,66,559,559
9000,379,510,510
9001,568,129,129
9002,580,18,18
9003,98,102,98
9004,714,124,124
9005,708,452,452
9006,56,710,710
9007,490,119,490
9008,638,584,638
9011,607,30,30
9012,250,465,250
9014,591,105,105
9015,119,546,119
9016,582,478,478
9017,279,247,279
9019,649,533,649
9020,95,116,95
9021,584,225,584
9023,271,579,271
9024,42,332,42
9025,536,404,536
9026,437,519,519
9027,505,307,505
9028,666,388,666
9029,62,315,62
9030,319,13,319
9031,308,502,308
9032,252,392,392
9033,155,368,155
9034,350,497,497
9035,380,621,380
9036,128,438,128
9037,357,92,92
9038,626,219,626
9039,11,514,514
9041,497,150,150
9042,505,644,644
9043,256,710,256
9044,202,380,380
9045,357,403,357
9046,420,705,705
9047,373,104,373
9048,515,470,470
9049,549,400,549
9050,65,525,525
9051,377,438,377
9052,582,450,450
9054,406,170,170
9055,674,75,674
9056,89,103,103
9057,70,43,70
9058,384,390,384
9059,199,715,715
9060,689,152,689
9062,89,46,89
9063,199,293,199
9066,419,369,419
9067,477,542,542
9068,267,427,427
9069,20,398,398
9072,410,155,155
9073,535,631,631
9074,575,397,397
9075,155,456,456
9076,523,717,523
9077,389,517,389
9078,554,121,121
9079,531,471,471
9080,203,19,203
9081,357,623,623
9082,120,582,120
9083,409,653,653
9084,689,246,689
9086,685,636,685
9087,162,614,162
9088,90,340,340
9089,590,25,590
9090,578,196,196
9091,110,139,110
9092,466,19,466
9093,711,261,711
9094,392,594,392
9095,524,548,548
9096,696,394,394
9097,595,344,344
9100,187,112,187
9101,189,258,189
9102,347,671,671
9103,606,233,233
9104,38,4,38
9105,639,461,461
9106,494,248,494
9107,324,39,39
9108,636,481,481
9111,437,705,705
9112,400,142,142
9113,705,275,275
9114,146,526,526
9115,368,26,26
9117,227,578,227
9118,393,355,393
9119,688,710,710
9122,427,224,427
9123,139,707,707
9124,124,465,124
9126,720,315,720
9128,645,712,645
9129,691,53,53
9132,663,49,663
9134,681,557,681
9135,581,713,581
9136,348,712,348
9137,550,548,550
9139,156,377,156
9140,388,598,388
9141,15,580,15
9143,479,498,498
9144,354,588,354
9145,147,591,147
9146,98,185,98
9147,550,138,550
9148,492,65,65
9150,693,720,720
9151,13,677,677
9152,589,9,589
9153,363,602,602
9154,379,227,227
9156,109,436,436
9157,247,220,247
9158,660,349,349
9159,74,330,330
9160,471,550,550
9162,343,134,134
9163,575,574,575
9165,61,577,61
9166,490,616,490
9167,628,88,628
9169,512,675,512
9170,93,78,78
9171,268,658,658
9173,330,105,330
9174,418,278,278
9175,527,255,527
9177,296,18,18
9179,487,265,487
9180,62,575,62
9181,123,32,123
9182,142,203,142
9183,594,660,660
9184,384,245,384
9185,665,175,665
9186,449,396,396
9187,376,608,376
9188,413,365,365
9190,423,443,443
9191,618,225,618
9192,438,313,438
9193,603,154,154
9194,592,656,656
9197,102,139,139
9198,447,502,502
9199,330,291,291
9200,541,303,303
9202,609,507,507
9203,385,282,385
9204,384,450,384
9205,685,10,685
9206,8,541,8
9208,674,265,674
9210,52,546,52
9211,670,281,670
9213,310,506,310
9217,592,204,204
9219,330,101,330
9220,234,481,234
9221,3,485,485
9223,426,673,426
9224,282,74,282
9225,94,366,94
9226,41,608,608
9227,634,676,676
9228,423,247,247
9229,251,436,251
9231,244,712,244
9233,661,714,661
9234,107,468,468
9235,599,322,322
9236,659,642,642
9238,12,66,12
9240,72,221,72
9241,484,192,484
9243,441,645,645
9244,667,199,199
9246,597,284,284
9247,221,153,153
9248,616,229,229
9249,546,97,97
9250,45,317,317
9251,634,685,685
9252,427,340,427
9253,153,470,470
9254,50,44,44
9255,72,574,72
9256,181,516,516
9257,588,532,588
9258,321,225,225
9259,29,327,327
9260,652,673,673
9262,562,704,704
9263,241,276,241
9264,697,117,117
9265,354,155,155
9266,66,179,179
9267,287,155,155
9268,84,11,84
9269,357,508,508
9270,643,627,643
9271,37,85,85
9273,441,235,441
9274,707,18,18
9275,16,579,16
9276,705,388,705
9277,289,32,289
9278,293,417,417
9279,388,494,494
9280,369,671,671
9281,204,532,532
9282,518,497,497
9283,327,478,478
9285,296,379,379
9286,215,631,215
9287,340,489,489
9288,304,158,158
9289,36,184,36
9292,661,488,488
9293,639,170,639
9295,398,685,398
9296,564,443,443
9297,481,427,427
9300,638,598,638
9301,577,55,55
9302,139,93,93
9303,501,472,472
9304,302,604,604
9305,322,474,474
9306,182,528,528
9308,282,101,101
9309,400,578,400
9310,355,446,446
9311,117,420,117
9313,181,318,318
9314,54,508,508
9315,205,92,205
9317,500,248,500
9319,499,440,499
9320,208,195,195
9322,104,241,241
9323,541,45,45
9324,545,576,545
9327,308,534,308
9328,158,18,18
9330,91,483,483
9332,19,72,19
9334,531,164,164
9335,70,574,70
9336,37,213,37
9338,386,540,386
9339,682,650,650
9340,226,391,391
9342,1,444,444
9343,257,127,127
9346,369,463,369
9347,219,373,373
9348,366,283,283
9349,211,366,211
9350,308,719,308
9352,91,688,91
9353,653,501,653
9354,705,605,705
9356,205,509,205
9358,341,416,416
9359,490,531,490
9360,178,514,514
9361,404,305,404
9362,288,666,288
9364,597,528,528
9365,8,143,8
9366,707,111,707
9367,642,79,642
9369,704,682,682
9370,571,507,571
9372,33,237,237
9373,307,546,546
9374,181,414,414
9375,196,695,196
9376,353,485,485
9377,36,412,36
9378,547,17,547
9379,442,229,229
9380,367,489,489
9381,572,323,572
9382,301,713,301
9383,264,550,264
9384,156,187,156
9385,364,359,359
9386,438,684,684
9387,454,602,454
9389,690,402,402
9391,474,36,474
9393,513,657,657
9394,197,231,197
9395,439,577,439
9396,345,214,214
9397,3,600,3
9398,720,543,720
9399,388,464,464
9400,136,325,136
9401,211,370,370
9403,47,39,47
9404,709,396,396
9405,538,239,239
9406,685,270,685
9407,577,668,668
9408,276,213,276
9409,278,1,1
9410,666,131,666
9411,462,20,20
9412,604,640,640
9413,573,637,573
9414,648,632,632
9415,18,601,18
9416,124,712,124
9419,351,449,351
9421,37,700,37
9422,628,108,628
9423,29,354,354
9424,253,347,253
9425,147,486,486
9426,13,695,695
9428,390,463,390
9429,212,78,78
9430,189,563,189
9431,207,642,207
9432,322,190,190
