Stats	Level	HP	Attack	Defense	Sp. Attack	Sp. Defense	Speed
Max StatsHindering Nature	Lv. 100	250 - 344	157 - 242	121 - 206	193 - 278	157 - 242	220 - 305
Max StatsHindering Nature	Lv. 100	200 - 294	112 - 197	76 - 161	130 - 215	94 - 179	85 - 170
Max StatsHindering Nature	Lv. 100	230 - 324	157 - 242	112 - 197	157 - 242	112 - 197	103 - 188
Max StatsHindering Nature	Lv. 100	270 - 364	220 - 305	130 - 215	202 - 287	130 - 215	148 - 233
Max StatsHindering Nature	Lv. 100	210 - 304	130 - 215	94 - 179	94 - 179	94 - 179	76 - 161
Max StatsHindering Nature	Lv. 100	250 - 344	157 - 242	130 - 215	112 - 197	130 - 215	94 - 179
Max StatsHindering Nature	Lv. 100	310 - 404	202 - 287	166 - 251	157 - 242	166 - 251	112 - 197
Max StatsHindering Nature	Lv. 100	180 - 274	103 - 188	67 - 152	58 - 143	58 - 143	67 - 152
Max StatsHindering Nature	Lv. 100	250 - 344	166 - 251	130 - 215	112 - 197	112 - 197	130 - 215
Max StatsHindering Nature	Lv. 100	186 - 280	58 - 143	78 - 162	58 - 143	78 - 162	112 - 197
Max StatsHindering Nature	Lv. 100	266 - 360	130 - 215	114 - 198	94 - 179	114 - 198	184 - 269
Max StatsHindering Nature	Lv. 100	200 - 294	85 - 170	67 - 152	40 - 125	58 - 143	40 - 125
Max StatsHindering Nature	Lv. 100	210 - 304	67 - 152	103 - 188	49 - 134	49 - 134	31 - 116
Max StatsHindering Nature	Lv. 100	230 - 324	130 - 215	94 - 179	184 - 269	94 - 179	121 - 206
Max StatsHindering Nature	Lv. 100	210 - 304	67 - 152	103 - 188	49 - 134	49 - 134	31 - 116
Max StatsHindering Nature	Lv. 100	230 - 324	94 - 179	130 - 215	94 - 179	166 - 251	121 - 206
Max StatsHindering Nature	Lv. 100	190 - 284	58 - 143	58 - 143	76 - 161	94 - 179	58 - 143
Max StatsHindering Nature	Lv. 100	230 - 324	94 - 179	94 - 179	112 - 197	130 - 215	94 - 179
Max StatsHindering Nature	Lv. 100	270 - 364	130 - 215	130 - 215	166 - 251	184 - 269	130 - 215
Max StatsHindering Nature	Lv. 100	190 - 284	76 - 161	94 - 179	58 - 143	58 - 143	58 - 143
Max StatsHindering Nature	Lv. 100	250 - 344	130 - 215	76 - 161	112 - 197	76 - 161	112 - 197
Max StatsHindering Nature	Lv. 100	290 - 384	184 - 269	112 - 197	166 - 251	112 - 197	148 - 233
Max StatsHindering Nature	Lv. 100	190 - 284	103 - 188	58 - 143	58 - 143	58 - 143	157 - 242
Max StatsHindering Nature	Lv. 100	230 - 324	157 - 242	112 - 197	139 - 224	94 - 179	229 - 314
Max StatsHindering Nature	Lv. 100	190 - 284	58 - 143	58 - 143	103 - 188	58 - 143	157 - 242
Max StatsHindering Nature	Lv. 100	230 - 324	94 - 179	184 - 269	175 - 260	130 - 215	121 - 206
Max StatsHindering Nature	Lv. 100	166 - 260	49 - 134	49 - 134	85 - 170	67 - 152	76 - 161
Max StatsHindering Nature	Lv. 100	186 - 280	67 - 152	67 - 152	121 - 206	103 - 188	94 - 179
Max StatsHindering Nature	Lv. 100	246 - 340	121 - 206	121 - 206	229 - 314	211 - 296	148 - 233
Max StatsHindering Nature	Lv. 100	190 - 284	58 - 143	62 - 146	94 - 179	98 - 182	121 - 206
Max StatsHindering Nature	Lv. 100	250 - 344	112 - 197	116 - 200	184 - 269	152 - 236	148 - 233
Max StatsHindering Nature	Lv. 100	230 - 324	76 - 161	112 - 197	76 - 161	112 - 197	67 - 152
Max StatsHindering Nature	Lv. 100	230 - 324	238 - 323	148 - 233	112 - 197	112 - 197	130 - 215
Max StatsHindering Nature	Lv. 100	230 - 324	112 - 197	112 - 197	67 - 152	67 - 152	58 - 143
Max StatsHindering Nature	Lv. 100	270 - 364	148 - 233	148 - 233	103 - 188	103 - 188	166 - 251
Max StatsHindering Nature	Lv. 100	410 - 504	292 - 377	184 - 269	175 - 260	121 - 206	184 - 269
Max StatsHindering Nature	Lv. 100	172 - 266	85 - 170	166 - 251	58 - 143	58 - 143	76 - 161
Max StatsHindering Nature	Lv. 100	232 - 326	166 - 251	85 - 170	94 - 179	94 - 179	292 - 377
Max StatsHindering Nature	Lv. 100	1 - 1	166 - 251	85 - 170	58 - 143	58 - 143	76 - 161
Max StatsHindering Nature	Lv. 100	238 - 332	96 - 180	45 - 130	96 - 180	45 - 130	54 - 139
Max StatsHindering Nature	Lv. 100	278 - 372	132 - 216	81 - 166	132 - 216	81 - 166	90 - 175
Max StatsHindering Nature	Lv. 100	318 - 412	168 - 252	117 - 202	168 - 252	135 - 220	126 - 211
Max StatsHindering Nature	Lv. 100	254 - 348	112 - 197	58 - 143	40 - 125	58 - 143	49 - 134
Max StatsHindering Nature	Lv. 100	398 - 492	220 - 305	112 - 197	76 - 161	112 - 197	94 - 179
Max StatsHindering Nature	Lv. 100	210 - 304	40 - 125	76 - 161	40 - 125	76 - 161	40 - 125
Max StatsHindering Nature	Lv. 100	170 - 264	85 - 170	247 - 332	85 - 170	166 - 251	58 - 143
Max StatsHindering Nature	Lv. 100	210 - 304	85 - 170	85 - 170	67 - 152	67 - 152	94 - 179
Max StatsHindering Nature	Lv. 100	250 - 344	121 - 206	121 - 206	103 - 188	103 - 188	166 - 251
Max StatsHindering Nature	Lv. 100	210 - 304	139 - 224	139 - 224	121 - 206	121 - 206	94 - 179
Max StatsHindering Nature	Lv. 100	210 - 304	157 - 242	157 - 242	103 - 188	103 - 188	94 - 179
Max StatsHindering Nature	Lv. 100	210 - 304	130 - 215	184 - 269	76 - 161	76 - 161	58 - 143
Max StatsHindering Nature	Lv. 100	230 - 324	166 - 251	256 - 341	94 - 179	94 - 179	76 - 161
Max StatsHindering Nature	Lv. 100	250 - 344	202 - 287	328 - 413	112 - 197	112 - 197	94 - 179
Max StatsHindering Nature	Lv. 100	170 - 264	76 - 161	103 - 188	76 - 161	103 - 188	112 - 197
Max StatsHindering Nature	Lv. 100	230 - 324	112 - 197	139 - 224	112 - 197	139 - 224	148 - 233
Max StatsHindering Nature	Lv. 100	190 - 284	85 - 170	76 - 161	121 - 206	76 - 161	121 - 206
Max StatsHindering Nature	Lv. 100	250 - 344	139 - 224	112 - 197	193 - 278	112 - 197	193 - 278
Max StatsHindering Nature	Lv. 100	230 - 324	94 - 179	76 - 161	157 - 242	139 - 224	175 - 260
Max StatsHindering Nature	Lv. 100	230 - 324	76 - 161	94 - 179	139 - 224	157 - 242	175 - 260
Max StatsHindering Nature	Lv. 100	240 - 334	135 - 220	139 - 224	89 - 173	157 - 242	157 - 242
Max StatsHindering Nature	Lv. 100	240 - 334	89 - 173	139 - 224	135 - 220	157 - 242	157 - 242
Max StatsHindering Nature	Lv. 100	210 - 304	112 - 197	85 - 170	184 - 269	148 - 233	121 - 206
Max StatsHindering Nature	Lv. 100	250 - 344	81 - 166	99 - 184	81 - 166	99 - 184	76 - 161
Max StatsHindering Nature	Lv. 100	310 - 404	135 - 220	153 - 238	135 - 220	153 - 238	103 - 188
Max StatsHindering Nature	Lv. 100	200 - 294	166 - 251	40 - 125	121 - 206	40 - 125	121 - 206
Max StatsHindering Nature	Lv. 100	250 - 344	220 - 305	76 - 161	175 - 260	76 - 161	175 - 260
Max StatsHindering Nature	Lv. 100	370 - 464	130 - 215	67 - 152	130 - 215	67 - 152	112 - 197
Max StatsHindering Nature	Lv. 100	450 - 544	166 - 251	85 - 170	166 - 251	85 - 170	112 - 197
Max StatsHindering Nature	Lv. 100	230 - 324	112 - 197	76 - 161	121 - 206	85 - 170	67 - 152
Max StatsHindering Nature	Lv. 100	250 - 344	184 - 269	130 - 215	193 - 278	139 - 224	76 - 161
Max StatsHindering Nature	Lv. 100	250 - 344	157 - 242	256 - 341	157 - 242	130 - 215	40 - 125
Max StatsHindering Nature	Lv. 100	230 - 324	49 - 134	67 - 152	130 - 215	148 - 233	112 - 197
Max StatsHindering Nature	Lv. 100	270 - 364	85 - 170	121 - 206	166 - 251	202 - 287	148 - 233
Max StatsHindering Nature	Lv. 100	230 - 324	112 - 197	112 - 197	112 - 197	112 - 197	112 - 197
Max StatsHindering Nature	Lv. 100	200 - 294	184 - 269	85 - 170	85 - 170	85 - 170	22 - 107
Max StatsHindering Nature	Lv. 100	210 - 304	130 - 215	94 - 179	94 - 179	94 - 179	130 - 215
Max StatsHindering Nature	Lv. 100	270 - 364	184 - 269	148 - 233	148 - 233	148 - 233	184 - 269
Max StatsHindering Nature	Lv. 100	210 - 304	157 - 242	76 - 161	157 - 242	76 - 161	67 - 152
Max StatsHindering Nature	Lv. 100	250 - 344	211 - 296	112 - 197	211 - 296	112 - 197	103 - 188
Max StatsHindering Nature	Lv. 100	200 - 294	76 - 161	112 - 197	76 - 161	139 - 224	94 - 179
Max StatsHindering Nature	Lv. 100	260 - 354	130 - 215	166 - 251	130 - 215	193 - 278	148 - 233
Max StatsHindering Nature	Lv. 100	256 - 350	211 - 296	112 - 197	112 - 197	112 - 197	166 - 251
Max StatsHindering Nature	Lv. 100	256 - 350	184 - 269	112 - 197	184 - 269	112 - 197	121 - 206
Max StatsHindering Nature	Lv. 100	290 - 384	103 - 188	121 - 206	175 - 260	157 - 242	130 - 215
Max StatsHindering Nature	Lv. 100	290 - 384	175 - 260	157 - 242	103 - 188	121 - 206	130 - 215
Max StatsHindering Nature	Lv. 100	210 - 304	90 - 175	81 - 166	87 - 171	78 - 162	112 - 197
Max StatsHindering Nature	Lv. 100	330 - 424	144 - 229	135 - 220	141 - 225	132 - 216	112 - 197
Max StatsHindering Nature	Lv. 100	196 - 290	148 - 233	121 - 206	94 - 179	67 - 152	67 - 152
Max StatsHindering Nature	Lv. 100	236 - 330	220 - 305	157 - 242	166 - 251	103 - 188	103 - 188
Max StatsHindering Nature	Lv. 100	190 - 284	76 - 161	103 - 188	76 - 161	130 - 215	103 - 188
Max StatsHindering Nature	Lv. 100	230 - 324	130 - 215	193 - 278	130 - 215	220 - 305	139 - 224
Max StatsHindering Nature	Lv. 100	242 - 336	78 - 162	143 - 227	114 - 198	161 - 245	45 - 130
Max StatsHindering Nature	Lv. 100	282 - 376	150 - 234	179 - 263	150 - 234	197 - 281	81 - 166
Max StatsHindering Nature	Lv. 100	200 - 294	175 - 260	94 - 179	76 - 161	94 - 179	139 - 224
Max StatsHindering Nature	Lv. 100	260 - 354	229 - 314	184 - 269	130 - 215	148 - 233	85 - 170
Max StatsHindering Nature	Lv. 100	150 - 244	31 - 116	40 - 125	22 - 107	103 - 188	148 - 233
Max StatsHindering Nature	Lv. 100	300 - 394	112 - 197	146 - 231	184 - 269	229 - 314	150 - 234
Max StatsHindering Nature	Lv. 100	250 - 344	130 - 215	130 - 215	130 - 215	130 - 215	130 - 215
Max StatsHindering Nature	Lv. 100	230 - 324	166 - 251	130 - 215	112 - 197	220 - 305	76 - 161
Max StatsHindering Nature	Lv. 100	198 - 292	139 - 224	67 - 152	117 - 202	63 - 148	85 - 170
Max StatsHindering Nature	Lv. 100	238 - 332	211 - 296	121 - 206	153 - 238	117 - 202	121 - 206
Max StatsHindering Nature	Lv. 100	150 - 244	76 - 161	166 - 251	58 - 143	166 - 251	49 - 134
Max StatsHindering Nature	Lv. 100	190 - 284	130 - 215	238 - 323	112 - 197	238 - 323	49 - 134
Max StatsHindering Nature	Lv. 100	308 - 402	126 - 211	153 - 238	134 - 218	161 - 245	96 - 180
Max StatsHindering Nature	Lv. 100	260 - 354	94 - 179	148 - 233	175 - 260	166 - 251	121 - 206
Max StatsHindering Nature	Lv. 100	240 - 334	238 - 323	112 - 197	139 - 224	112 - 197	139 - 224
Max StatsHindering Nature	Lv. 100	300 - 394	45 - 130	90 - 175	45 - 130	90 - 175	45 - 130
Max StatsHindering Nature	Lv. 100	210 - 304	94 - 179	94 - 179	94 - 179	94 - 179	94 - 179
Max StatsHindering Nature	Lv. 100	270 - 364	148 - 233	148 - 233	148 - 233	148 - 233	148 - 233
Max StatsHindering Nature	Lv. 100	250 - 344	76 - 161	94 - 179	103 - 188	94 - 179	49 - 134
Max StatsHindering Nature	Lv. 100	290 - 384	112 - 197	130 - 215	139 - 224	130 - 215	85 - 170
Max StatsHindering Nature	Lv. 100	330 - 424	148 - 233	166 - 251	175 - 260	166 - 251	121 - 206
Max StatsHindering Nature	Lv. 100	180 - 274	119 - 204	157 - 242	137 - 222	103 - 188	62 - 146
Max StatsHindering Nature	Lv. 100	220 - 314	191 - 276	193 - 278	173 - 258	139 - 224	98 - 182
Max StatsHindering Nature	Lv. 100	220 - 314	155 - 240	193 - 278	209 - 294	139 - 224	98 - 182
Max StatsHindering Nature	Lv. 100	310 - 404	166 - 251	238 - 323	85 - 170	121 - 206	103 - 188
Max StatsHindering Nature	Lv. 100	196 - 290	58 - 143	103 - 188	76 - 161	121 - 206	179 - 263
Max StatsHindering Nature	Lv. 100	200 - 294	139 - 224	112 - 197	76 - 161	58 - 143	94 - 179
Max StatsHindering Nature	Lv. 100	240 - 334	175 - 260	184 - 269	112 - 197	94 - 179	94 - 179
Max StatsHindering Nature	Lv. 100	300 - 394	247 - 332	148 - 233	202 - 287	148 - 233	184 - 269
Max StatsHindering Nature	Lv. 100	190 - 284	103 - 188	148 - 233	67 - 152	112 - 197	58 - 143
Max StatsHindering Nature	Lv. 100	230 - 324	139 - 224	184 - 269	103 - 188	148 - 233	94 - 179
Max StatsHindering Nature	Lv. 100	270 - 364	247 - 332	238 - 323	175 - 260	166 - 251	130 - 215
Max StatsHindering Nature	Lv. 100	270 - 364	184 - 269	364 - 449	94 - 179	184 - 269	94 - 179
Max StatsHindering Nature	Lv. 100	270 - 364	94 - 179	184 - 269	184 - 269	364 - 449	94 - 179
Max StatsHindering Nature	Lv. 100	270 - 364	139 - 224	274 - 359	139 - 224	274 - 359	94 - 179
Max StatsHindering Nature	Lv. 100	270 - 364	148 - 233	166 - 251	202 - 287	238 - 323	202 - 287
Max StatsHindering Nature	Lv. 100	270 - 364	166 - 251	148 - 233	238 - 323	202 - 287	202 - 287
Max StatsHindering Nature	Lv. 100	310 - 404	184 - 269	166 - 251	274 - 359	256 - 341	166 - 251
Max StatsHindering Nature	Lv. 100	310 - 404	274 - 359	256 - 341	184 - 269	166 - 251	166 - 251
Max StatsHindering Nature	Lv. 100	320 - 414	274 - 359	166 - 251	274 - 359	166 - 251	175 - 260
Max StatsHindering Nature	Lv. 100	310 - 404	184 - 269	184 - 269	184 - 269	184 - 269	184 - 269
Max StatsHindering Nature	Lv. 100	210 - 304	274 - 359	94 - 179	274 - 359	94 - 179	274 - 359
Max StatsHindering Nature	Lv. 100	220 - 314	126 - 211	119 - 204	85 - 170	103 - 188	60 - 144
Max StatsHindering Nature	Lv. 100	260 - 354	164 - 249	157 - 242	103 - 188	121 - 206	69 - 153
Max StatsHindering Nature	Lv. 100	300 - 394	200 - 285	193 - 278	139 - 224	157 - 242	105 - 189
Max StatsHindering Nature	Lv. 100	198 - 292	108 - 193	83 - 168	108 - 193	83 - 168	114 - 198
Max StatsHindering Nature	Lv. 100	238 - 332	144 - 229	98 - 182	144 - 229	98 - 182	150 - 234
Max StatsHindering Nature	Lv. 100	262 - 356	191 - 276	132 - 216	191 - 276	132 - 216	198 - 283
Max StatsHindering Nature	Lv. 100	216 - 310	96 - 180	99 - 184	114 - 198	105 - 189	76 - 161
Max StatsHindering Nature	Lv. 100	238 - 332	123 - 207	126 - 211	150 - 234	141 - 225	94 - 179
Max StatsHindering Nature	Lv. 100	278 - 372	159 - 243	162 - 247	204 - 288	186 - 270	112 - 197
Max StatsHindering Nature	Lv. 100	190 - 284	103 - 188	58 - 143	58 - 143	58 - 143	112 - 197
Max StatsHindering Nature	Lv. 100	220 - 314	139 - 224	94 - 179	76 - 161	76 - 161	148 - 233
Max StatsHindering Nature	Lv. 100	280 - 374	220 - 305	130 - 215	94 - 179	112 - 197	184 - 269
Max StatsHindering Nature	Lv. 100	228 - 322	85 - 170	76 - 161	67 - 152	76 - 161	60 - 144
Max StatsHindering Nature	Lv. 100	268 - 362	157 - 242	112 - 197	103 - 188	112 - 197	132 - 216
Max StatsHindering Nature	Lv. 100	184 - 278	49 - 134	78 - 162	49 - 134	78 - 162	49 - 134
Max StatsHindering Nature	Lv. 100	264 - 358	157 - 242	96 - 180	103 - 188	96 - 180	121 - 206
Max StatsHindering Nature	Lv. 100	200 - 294	121 - 206	65 - 150	76 - 161	65 - 150	85 - 170
Max StatsHindering Nature	Lv. 100	230 - 324	157 - 242	92 - 177	112 - 197	92 - 177	112 - 197
Max StatsHindering Nature	Lv. 100	270 - 364	220 - 305	146 - 231	175 - 260	146 - 231	130 - 215
Max StatsHindering Nature	Lv. 100	190 - 284	58 - 143	67 - 152	94 - 179	130 - 215	103 - 188
Max StatsHindering Nature	Lv. 100	230 - 324	130 - 215	121 - 206	229 - 314	193 - 278	166 - 251
Max StatsHindering Nature	Lv. 100	244 - 338	229 - 314	76 - 161	58 - 143	58 - 143	108 - 193
Max StatsHindering Nature	Lv. 100	304 - 398	301 - 386	112 - 197	121 - 206	94 - 179	108 - 193
Max StatsHindering Nature	Lv. 100	170 - 264	80 - 164	216 - 301	80 - 164	162 - 247	58 - 143
Max StatsHindering Nature	Lv. 100	230 - 324	98 - 182	306 - 391	89 - 173	252 - 337	58 - 143
Max StatsHindering Nature	Lv. 100	190 - 284	56 - 141	85 - 170	56 - 141	85 - 170	69 - 153
Max StatsHindering Nature	Lv. 100	230 - 324	110 - 195	157 - 242	146 - 231	193 - 278	69 - 153
Max StatsHindering Nature	Lv. 100	250 - 344	173 - 258	94 - 179	173 - 258	94 - 179	123 - 207
Max StatsHindering Nature	Lv. 100	170 - 264	58 - 143	80 - 164	58 - 143	80 - 164	130 - 215
Max StatsHindering Nature	Lv. 100	250 - 344	148 - 233	188 - 272	148 - 233	188 - 272	76 - 161
Max StatsHindering Nature	Lv. 100	230 - 324	85 - 170	130 - 215	85 - 170	166 - 251	175 - 260
Max StatsHindering Nature	Lv. 100	220 - 314	121 - 206	67 - 152	112 - 197	58 - 143	157 - 242
Max StatsHindering Nature	Lv. 100	280 - 374	193 - 278	103 - 188	157 - 242	94 - 179	211 - 296
Max StatsHindering Nature	Lv. 100	200 - 294	67 - 152	85 - 170	116 - 200	99 - 184	67 - 152
Max StatsHindering Nature	Lv. 100	250 - 344	112 - 197	130 - 215	161 - 245	144 - 229	157 - 242
Max StatsHindering Nature	Lv. 100	262 - 356	90 - 175	90 - 175	107 - 191	116 - 200	65 - 150
Max StatsHindering Nature	Lv. 100	332 - 426	153 - 238	126 - 211	170 - 254	152 - 236	74 - 159
Max StatsHindering Nature	Lv. 100	260 - 354	184 - 269	123 - 207	112 - 197	123 - 207	211 - 296
Max StatsHindering Nature	Lv. 100	290 - 384	94 - 179	65 - 150	112 - 197	83 - 168	130 - 215
Max StatsHindering Nature	Lv. 100	410 - 504	148 - 233	83 - 168	166 - 251	101 - 186	148 - 233
Max StatsHindering Nature	Lv. 100	220 - 314	123 - 207	83 - 168	83 - 168	105 - 189	157 - 242
Max StatsHindering Nature	Lv. 100	240 - 334	141 - 225	155 - 240	101 - 186	177 - 261	193 - 278
Max StatsHindering Nature	Lv. 100	230 - 324	112 - 197	112 - 197	193 - 278	193 - 278	193 - 278
Max StatsHindering Nature	Lv. 100	310 - 404	229 - 314	98 - 182	193 - 278	98 - 182	132 - 216
Max StatsHindering Nature	Lv. 100	208 - 302	103 - 188	80 - 164	80 - 164	71 - 155	157 - 242
Max StatsHindering Nature	Lv. 100	252 - 346	152 - 236	119 - 204	119 - 204	110 - 195	206 - 290
Max StatsHindering Nature	Lv. 100	200 - 294	58 - 143	94 - 179	121 - 206	94 - 179	85 - 170
Max StatsHindering Nature	Lv. 100	236 - 330	117 - 202	89 - 173	78 - 162	78 - 162	137 - 222
Max StatsHindering Nature	Lv. 100	316 - 410	171 - 256	125 - 209	132 - 216	114 - 198	155 - 240
Max StatsHindering Nature	Lv. 100	224 - 318	47 - 132	159 - 243	47 - 132	159 - 243	45 - 130
Max StatsHindering Nature	Lv. 100	244 - 338	164 - 249	213 - 297	146 - 231	213 - 297	63 - 148
Max StatsHindering Nature	Lv. 100	210 - 304	148 - 233	175 - 260	22 - 107	85 - 170	22 - 107
Max StatsHindering Nature	Lv. 100	150 - 244	49 - 134	85 - 170	130 - 215	166 - 251	112 - 197
Max StatsHindering Nature	Lv. 100	310 - 404	13 - 98	13 - 98	31 - 116	121 - 206	58 - 143
Max StatsHindering Nature	Lv. 100	262 - 356	121 - 206	85 - 170	170 - 254	80 - 164	168 - 252
Max StatsHindering Nature	Lv. 100	210 - 304	170 - 254	198 - 283	170 - 254	198 - 283	67 - 152
Max StatsHindering Nature	Lv. 100	226 - 320	130 - 215	85 - 170	76 - 161	85 - 170	80 - 164
Max StatsHindering Nature	Lv. 100	246 - 340	166 - 251	121 - 206	94 - 179	103 - 188	152 - 236
Max StatsHindering Nature	Lv. 100	326 - 420	238 - 323	175 - 260	148 - 233	157 - 242	188 - 272
Max StatsHindering Nature	Lv. 100	380 - 474	157 - 242	76 - 161	76 - 161	157 - 242	13 - 98
Max StatsHindering Nature	Lv. 100	190 - 284	130 - 215	76 - 161	67 - 152	76 - 161	112 - 197
Max StatsHindering Nature	Lv. 100	250 - 344	202 - 287	130 - 215	211 - 296	130 - 215	166 - 251
Max StatsHindering Nature	Lv. 100	246 - 340	134 - 218	144 - 229	72 - 157	80 - 164	62 - 146
Max StatsHindering Nature	Lv. 100	326 - 420	206 - 290	216 - 301	126 - 211	134 - 218	89 - 173
Max StatsHindering Nature	Lv. 100	190 - 284	94 - 179	166 - 251	58 - 143	103 - 188	121 - 206
Max StatsHindering Nature	Lv. 100	250 - 344	166 - 251	202 - 287	112 - 197	139 - 224	175 - 260
Max StatsHindering Nature	Lv. 100	206 - 300	114 - 198	76 - 161	114 - 198	76 - 161	94 - 179
Max StatsHindering Nature	Lv. 100	276 - 370	195 - 279	121 - 206	159 - 243	121 - 206	157 - 242
Max StatsHindering Nature	Lv. 100	258 - 352	184 - 269	134 - 218	166 - 251	134 - 218	87 - 171
Max StatsHindering Nature	Lv. 100	208 - 302	92 - 177	105 - 189	92 - 177	114 - 198	123 - 207
Max StatsHindering Nature	Lv. 100	248 - 342	128 - 213	141 - 225	128 - 213	159 - 243	168 - 252
Max StatsHindering Nature	Lv. 100	200 - 294	40 - 125	94 - 179	112 - 197	220 - 305	94 - 179
Max StatsHindering Nature	Lv. 100	230 - 324	116 - 200	94 - 179	116 - 200	112 - 197	76 - 161
Max StatsHindering Nature	Lv. 100	290 - 384	170 - 254	139 - 224	170 - 254	157 - 242	112 - 197
Max StatsHindering Nature	Lv. 100	250 - 344	220 - 305	121 - 206	85 - 170	157 - 242	229 - 314
Max StatsHindering Nature	Lv. 100	250 - 344	130 - 215	211 - 296	238 - 323	166 - 251	112 - 197
Max StatsHindering Nature	Lv. 100	330 - 424	157 - 242	175 - 260	148 - 233	175 - 260	94 - 179
Max StatsHindering Nature	Lv. 100	340 - 434	256 - 341	238 - 323	103 - 188	103 - 188	76 - 161
Max StatsHindering Nature	Lv. 100	310 - 404	184 - 269	229 - 314	202 - 287	94 - 179	94 - 179
Max StatsHindering Nature	Lv. 100	260 - 354	225 - 310	125 - 209	175 - 260	157 - 242	175 - 260
Max StatsHindering Nature	Lv. 100	260 - 354	175 - 260	125 - 209	229 - 314	175 - 260	153 - 238
Max StatsHindering Nature	Lv. 100	280 - 374	94 - 179	175 - 260	220 - 305	211 - 296	148 - 233
Max StatsHindering Nature	Lv. 100	282 - 376	141 - 225	159 - 243	213 - 297	105 - 189	175 - 260
Max StatsHindering Nature	Lv. 100	240 - 334	202 - 287	238 - 323	112 - 197	121 - 206	175 - 260
Max StatsHindering Nature	Lv. 100	240 - 334	112 - 197	202 - 287	238 - 323	175 - 260	121 - 206
Max StatsHindering Nature	Lv. 100	260 - 354	175 - 260	229 - 314	85 - 170	139 - 224	175 - 260
Max StatsHindering Nature	Lv. 100	330 - 424	238 - 323	148 - 233	130 - 215	112 - 197	148 - 233
Max StatsHindering Nature	Lv. 100	280 - 374	148 - 233	130 - 215	247 - 332	139 - 224	166 - 251
Max StatsHindering Nature	Lv. 100	246 - 340	229 - 314	121 - 206	121 - 206	211 - 296	148 - 233
Max StatsHindering Nature	Lv. 100	230 - 324	103 - 188	265 - 350	139 - 224	274 - 359	76 - 161
Max StatsHindering Nature	Lv. 100	200 - 294	184 - 269	247 - 332	121 - 206	247 - 332	85 - 170
Max StatsHindering Nature	Lv. 100	250 - 344	148 - 233	130 - 215	148 - 233	130 - 215	202 - 287
Max StatsHindering Nature	Lv. 100	210 - 304	94 - 179	143 - 227	175 - 260	143 - 227	168 - 252
Max StatsHindering Nature	Lv. 100	260 - 354	139 - 224	238 - 323	139 - 224	238 - 323	175 - 260
Max StatsHindering Nature	Lv. 100	270 - 364	193 - 278	193 - 278	193 - 278	193 - 278	148 - 233
Max StatsHindering Nature	Lv. 100	260 - 354	229 - 314	130 - 215	229 - 314	130 - 215	211 - 296
Max StatsHindering Nature	Lv. 100	310 - 404	220 - 305	220 - 305	274 - 359	184 - 269	166 - 251
Max StatsHindering Nature	Lv. 100	290 - 384	220 - 305	184 - 269	274 - 359	220 - 305	184 - 269
Max StatsHindering Nature	Lv. 100	292 - 386	166 - 251	195 - 279	238 - 323	195 - 279	143 - 227
Max StatsHindering Nature	Lv. 100	330 - 424	292 - 377	202 - 287	148 - 233	202 - 287	184 - 269
Max StatsHindering Nature	Lv. 100	410 - 504	184 - 269	220 - 305	184 - 269	220 - 305	166 - 251
Max StatsHindering Nature	Lv. 100	350 - 444	130 - 215	220 - 305	139 - 224	238 - 323	157 - 242
Max StatsHindering Nature	Lv. 100	270 - 364	148 - 233	148 - 233	148 - 233	148 - 233	148 - 233
Max StatsHindering Nature	Lv. 100	310 - 404	184 - 269	184 - 269	184 - 269	184 - 269	184 - 269
Max StatsHindering Nature	Lv. 100	250 - 344	166 - 251	166 - 251	247 - 332	166 - 251	229 - 314
Max StatsHindering Nature	Lv. 100	310 - 404	184 - 269	184 - 269	184 - 269	184 - 269	184 - 269
Max StatsHindering Nature	Lv. 100	350 - 444	220 - 305	220 - 305	220 - 305	220 - 305	220 - 305
Max StatsHindering Nature	Lv. 100	310 - 404	184 - 269	184 - 269	184 - 269	184 - 269	184 - 269
Max StatsHindering Nature	Lv. 100	200 - 294	85 - 170	103 - 188	85 - 170	103 - 188	117 - 202
Max StatsHindering Nature	Lv. 100	230 - 324	112 - 197	139 - 224	112 - 197	139 - 224	153 - 238
Max StatsHindering Nature	Lv. 100	260 - 354	139 - 224	175 - 260	139 - 224	175 - 260	207 - 292
Max StatsHindering Nature	Lv. 100	240 - 334	117 - 202	85 - 170	85 - 170	85 - 170	85 - 170
Max StatsHindering Nature	Lv. 100	290 - 384	171 - 256	103 - 188	130 - 215	103 - 188	103 - 188
Max StatsHindering Nature	Lv. 100	330 - 424	225 - 310	121 - 206	184 - 269	121 - 206	121 - 206
Max StatsHindering Nature	Lv. 100	220 - 314	103 - 188	85 - 170	117 - 202	85 - 170	85 - 170
Max StatsHindering Nature	Lv. 100	260 - 354	139 - 224	112 - 197	153 - 238	112 - 197	112 - 197
Max StatsHindering Nature	Lv. 100	300 - 394	184 - 269	157 - 242	198 - 283	130 - 215	130 - 215
Max StatsHindering Nature	Lv. 100	200 - 294	103 - 188	74 - 159	67 - 152	74 - 159	80 - 164
Max StatsHindering Nature	Lv. 100	230 - 324	157 - 242	128 - 213	112 - 197	128 - 213	143 - 227
Max StatsHindering Nature	Lv. 100	200 - 294	112 - 197	85 - 170	49 - 134	85 - 170	103 - 188
