Damaged	X
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Ground  2×  Rock  2×  Water  2×
Weak to:	Flying  2×  Ground  2×  Water  2×  Psychic  2×
Weak to:	Flying  2×  Ground  2×  Water  2×  Psychic  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Fighting  2×
Weak to:	Fighting  2×
Weak to:	Fighting  2×
Weak to:	Fighting  2×
Weak to:	Fighting  2×
Weak to:	Fighting  2×  Bug  2×  Fairy  2×
Weak to:	Fighting  2×  Bug  2×  Fairy  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Ground  2×  Rock  2×  Water  2×
Weak to:	Ground  2×  Rock  2×  Water  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×
Weak to:	Ground  2×
Weak to:	Ground  2×
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Water  2×  Grass  2×
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Water  2×  Grass  2×
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Water  2×  Grass  2×
Weak to:	Rock  2×  Ghost  2×  Electric  2×  Ice  2×  Dark  2×
Weak to:	Rock  2×  Ghost  2×  Electric  2×  Ice  2×  Dark  2×
Weak to:	Water  2×  Grass  2×  Ice  2×
Weak to:	Fighting  2×  Ground  2×  Fire  2×  Water  2×
Weak to:	Fighting  2×
Weak to:	Flying  2×  Psychic  2×  Fairy  2×
Weak to:	Flying  2×  Psychic  2×  Fairy  2×
Weak to:	Flying  2×  Psychic  2×  Fairy  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Grass  4×
Weak to:	Grass  4×
Weak to:	Flying  2×  Psychic  2×  Fairy  2×
Weak to:	Flying  2×  Psychic  2×  Fairy  2×
Weak to:	Flying  4×  Poison  2×  Rock  2×  Bug  2×  Fire  4×  Ice  2×
Weak to:	Flying  4×  Poison  2×  Rock  2×  Bug  2×  Fire  4×  Ice  2×
Weak to:	Flying  4×  Poison  2×  Rock  2×  Bug  2×  Fire  4×  Ice  2×
Weak to:	Flying  2×  Rock  2×  Fire  2×  Psychic  2×
Weak to:	Flying  2×  Rock  2×  Fire  2×  Psychic  2×
Weak to:	Flying  2×  Rock  2×  Fire  2×  Psychic  2×
Weak to:	Flying  2×  Poison  4×  Steel  2×  Fire  2×  Ice  2×
Weak to:	Flying  2×  Poison  4×  Steel  2×  Fire  2×  Ice  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Fighting  2×  Bug  2×  Water  2×  Grass  2×  Ice  2×  Fairy  2×
Weak to:	Fighting  2×  Bug  2×  Water  2×  Grass  2×  Ice  2×  Fairy  2×
Weak to:	Fighting  2×  Bug  2×  Water  2×  Grass  2×  Ice  2×  Fairy  2×
Weak to:	Ground  2×  Rock  2×  Water  2×
Weak to:	Ground  2×  Rock  2×  Water  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Rock  2×  Steel  2×  Water  2×
Weak to:	Rock  2×  Steel  2×  Water  2×
Weak to:	Fighting  2×  Flying  2×  Fairy  4×
Weak to:	Fighting  2×  Flying  2×  Fairy  4×
Weak to:	Rock  2×  Ghost  2×  Electric  2×  Ice  2×  Dark  2×
Weak to:	Ghost  2×  Dark  2×
Weak to:	Ghost  2×  Dark  2×
Weak to:	Fighting  2×  Ground  2×  Grass  4×  Electric  2×
Weak to:	Fighting  2×  Ground  2×  Grass  4×  Electric  2×
Weak to:	Rock  2×  Steel  2×  Water  2×  Electric  2×  Ice  2×
Weak to:	Rock  2×  Steel  2×  Water  2×  Electric  2×  Ice  2×
Weak to:	Ground  2×  Psychic  2×
Weak to:	Ground  2×  Psychic  2×
Weak to:	Fighting  2×  Bug  2×  Fairy  2×
Weak to:	Fighting  2×  Bug  2×  Fairy  2×
Weak to:	Fighting  2×
Weak to:	Fighting  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Rock  2×  Electric  4×
Weak to:	Rock  2×  Electric  4×
Weak to:	Fighting  2×  Rock  2×  Steel  2×  Fire  2×
Weak to:	Fighting  2×  Rock  2×  Steel  2×  Fire  2×
Weak to:	Fighting  2×  Rock  2×  Steel  2×  Fire  2×
Weak to:	Fighting  2×  Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Fighting  2×  Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Rock  2×  Ice  2×
Weak to:	Flying  2×  Rock  2×  Fire  2×
Weak to:	Fire  4×
Weak to:	Flying  2×  Fire  2×  Psychic  2×  Ice  2×
Weak to:	Flying  2×  Fire  2×  Psychic  2×  Ice  2×
Weak to:	Ghost  2×  Grass  2×  Electric  2×  Dark  2×
Weak to:	Ghost  2×  Grass  2×  Electric  2×  Dark  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Rock  2×  Fire  2×
Weak to:	Rock  2×  Fire  2×
Weak to:	Fighting  2×  Fire  4×
Weak to:	Fighting  2×  Fire  4×
Weak to:	Fighting  2×  Ground  2×  Fire  2×
Weak to:	Fighting  2×  Ground  2×  Fire  2×
Weak to:	Fighting  2×  Ground  2×  Fire  2×
Weak to:	None
Weak to:	None
Weak to:	None
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Ground  2×  Rock  2×  Ghost  2×  Water  2×  Dark  2×
Weak to:	Ground  2×  Rock  2×  Ghost  2×  Water  2×  Dark  2×
Weak to:	Ground  2×  Rock  2×  Ghost  2×  Water  2×  Dark  2×
Weak to:	Ice  2×  Dragon  2×  Fairy  2×
Weak to:	Ice  2×  Dragon  2×  Fairy  2×
Weak to:	Ice  2×  Dragon  2×  Fairy  2×
Weak to:	Fighting  2×  Rock  2×  Steel  2×  Fire  2×
Weak to:	Fighting  2×  Rock  2×  Steel  2×  Fire  2×
Weak to:	Fighting  2×  Rock  2×  Steel  2×  Fire  2×
Weak to:	Flying  2×  Rock  2×  Fire  2×
Weak to:	Flying  2×  Rock  2×  Fire  2×
Weak to:	Ground  2×  Water  2×  Grass  2×  Ice  2×
Weak to:	Flying  2×  Psychic  2×  Fairy  2×
Weak to:	Flying  2×  Psychic  2×  Fairy  2×
Weak to:	Ice  2×  Dragon  2×  Fairy  2×
Weak to:	Ghost  2×  Water  2×  Grass  2×  Ice  2×  Dark  2×
Weak to:	Ghost  2×  Water  2×  Grass  2×  Ice  2×  Dark  2×
Weak to:	Fighting  4×  Ground  2×  Fire  2×
Weak to:	Fighting  4×  Ground  2×  Fire  2×
Weak to:	Fighting  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×  Fairy  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×  Fairy  2×
Weak to:	Ground  2×  Rock  2×  Water  2×
Weak to:	Fire  4×
Weak to:	Fighting  2×  Bug  2×  Ice  2×  Dragon  2×  Fairy  4×
Weak to:	Fighting  2×  Bug  2×  Ice  2×  Dragon  2×  Fairy  4×
Weak to:	Fighting  2×  Bug  2×  Ice  2×  Dragon  2×  Fairy  4×
Weak to:	Flying  2×  Rock  4×  Water  2×
Weak to:	Flying  2×  Rock  4×  Water  2×
Weak to:	Fighting  2×  Ground  2×  Fire  2×
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Water  2×  Grass  2×  Psychic  2×  Fairy  2×
Weak to:	Flying  4×  Poison  2×  Fire  2×  Psychic  2×  Ice  2×  Fairy  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×
Weak to:	Rock  2×  Ice  2×
Weak to:	Ground  2×  Rock  2×  Dragon  2×
Weak to:	Ground  2×  Ice  2×  Dragon  2×  Fairy  2×
Weak to:	Water  2×  Ice  4×
Weak to:	Fighting  2×  Rock  2×  Steel  2×  Dragon  2×  Fairy  2×
Weak to:	Flying  2×  Grass  2×  Electric  2×  Psychic  2×  Fairy  2×
Weak to:	Bug  2×  Dark  2×
Weak to:	Fire  4×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Flying  4×  Poison  2×  Fire  2×  Psychic  2×  Ice  2×  Fairy  2×
Weak to:	Ground  2×  Rock  2×  Water  2×
Weak to:	Ground  2×  Rock  2×  Water  2×
Weak to:	Ground  2×  Rock  2×  Ghost  2×  Water  2×  Dark  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Fighting  2×  Bug  2×  Grass  2×  Electric  2×  Fairy  2×
Weak to:	Fighting  2×
Weak to:	Fighting  2×  Water  2×  Grass  2×  Ice  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×
Weak to:	Rock  4×  Water  2×  Electric  2×
Weak to:	Rock  4×  Water  2×  Electric  2×
Weak to:	Flying  2×  Rock  2×  Fire  2×
Weak to:	Flying  2×  Rock  2×  Fire  2×
Weak to:	Flying  2×  Rock  4×  Fire  2×  Electric  2×  Ice  2×
Weak to:	Fighting  2×  Ground  2×  Rock  2×  Water  2×
Weak to:	Fighting  2×  Ground  2×  Rock  2×  Water  2×
Weak to:	Poison  2×  Steel  2×
Weak to:	Poison  2×  Steel  2×
Weak to:	Poison  2×  Steel  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Flying  2×  Psychic  2×  Fairy  2×
Weak to:	Fighting  2×  Flying  2×  Fairy  4×
Weak to:	Fighting  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Ground  2×  Ghost  2×  Fire  2×  Dark  2×
Weak to:	Ground  2×  Ghost  2×  Fire  2×  Dark  2×
Weak to:	Ground  2×  Ghost  2×  Fire  2×  Dark  2×
Weak to:	Poison  2×  Steel  2×
Weak to:	Poison  2×  Steel  2×
Weak to:	Poison  2×  Steel  2×
Weak to:	Poison  2×  Steel  2×
Weak to:	Bug  4×  Fairy  2×
Weak to:	Bug  4×  Fairy  2×
Weak to:	Fighting  2×  Ground  2×  Grass  4×  Electric  2×
Weak to:	Fighting  2×  Ground  2×  Grass  4×  Electric  2×
Weak to:	Ground  2×  Electric  2×  Psychic  2×
Weak to:	Ground  2×  Psychic  2×  Ice  2×  Dragon  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Fighting  2×  Ground  2×
Weak to:	Fighting  2×  Ground  2×
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Ice  2×  Dragon  2×  Fairy  2×
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Ice  2×  Dragon  2×  Fairy  2×
Weak to:	Fighting  4×  Ground  2×  Rock  2×  Steel  4×  Water  2×  Grass  2×
Weak to:	Fighting  4×  Ground  2×  Rock  2×  Steel  4×  Water  2×  Grass  2×
Weak to:	Poison  2×  Steel  2×
Weak to:	Flying  2×  Electric  2×  Psychic  2×  Ice  2×  Fairy  2×
Weak to:	Poison  2×  Ground  2×
Weak to:	Ground  2×  Steel  4×  Water  2×  Grass  2×
Weak to:	Ice  2×  Dragon  2×  Fairy  2×
Weak to:	Ice  2×  Dragon  2×  Fairy  2×
Weak to:	Ice  2×  Dragon  2×  Fairy  2×
Weak to:	Ground  2×  Fire  2×
Weak to:	Flying  2×  Ghost  2×  Fire  2×  Ice  2×  Dark  2×
Weak to:	Flying  2×  Ghost  2×  Fire  2×  Ice  2×  Dark  2×
Weak to:	Flying  2×  Ghost  2×  Fire  2×  Ice  2×  Dark  2×
Weak to:	Flying  2×  Ghost  2×  Fire  2×  Ice  2×  Dark  2×
Weak to:	Fighting  2×  Rock  2×  Steel  2×  Fire  2×
Weak to:	Fighting  2×  Rock  2×  Steel  2×  Fire  2×
Weak to:	Rock  2×  Ice  4×  Dragon  2×  Fairy  2×
Weak to:	Rock  2×  Ice  4×  Dragon  2×  Fairy  2×
Weak to:	Poison  2×  Steel  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×  Fairy  2×
Weak to:	Ice  4×  Dragon  2×  Fairy  2×
Weak to:	Ground  2×  Steel  4×  Water  2×  Grass  2×
Weak to:	Ghost  4×  Dark  4×
Weak to:	Ground  2×  Rock  2×  Electric  2×
Weak to:	Flying  2×  Poison  2×  Rock  2×  Fire  2×  Ice  4×
Weak to:	Flying  2×  Poison  2×  Rock  2×  Fire  2×  Ice  4×
Weak to:	Flying  2×  Ghost  2×  Fire  2×  Ice  2×  Dark  2×
Weak to:	Ground  2×  Rock  2×  Water  2×
Weak to:	Ground  2×  Rock  2×  Water  2×
Weak to:	Fighting  2×  Ground  2×  Rock  2×  Water  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Poison  2×  Grass  2×  Electric  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×
Weak to:	Rock  2×  Electric  2×  Ice  2×
Weak to:	Fighting  2×
Weak to:	Fighting  2×
Weak to:	Flying  2×  Rock  2×  Fire  2×
Weak to:	Rock  2×  Fire  2×
Weak to:	Rock  2×  Fire  2×
Weak to:	Flying  2×  Psychic  2×  Fairy  2×
Weak to:	Fighting  2×  Flying  2×  Steel  2×  Fire  2×  Psychic  2×  Fairy  2×
Weak to:	Rock  4×  Water  2×  Electric  2×
Weak to:	Flying  2×  Poison  2×  Rock  2×  Steel  2×  Fire  2×
Weak to:	Flying  2×  Poison  2×  Rock  2×  Steel  2×  Fire  2×
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Water  2×  Grass  2×
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Water  2×  Grass  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Ground  2×  Electric  2×  Psychic  2×
Weak to:	Ground  2×  Electric  2×  Psychic  2×
Weak to:	Water  2×  Grass  2×  Ice  2×
Weak to:	Water  2×  Grass  2×  Ice  2×
Weak to:	Flying  2×  Rock  2×  Electric  2×
Weak to:	Flying  2×  Rock  2×  Electric  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Flying  2×  Poison  4×  Steel  2×  Fire  2×  Ice  2×
Weak to:	Flying  2×  Poison  4×  Steel  2×  Fire  2×  Ice  2×
Weak to:	Ground  4×  Rock  2×  Water  2×  Psychic  2×
Weak to:	Ground  4×  Rock  2×  Water  2×  Psychic  2×
Weak to:	Fighting  2×  Flying  2×  Psychic  2×  Fairy  2×
Weak to:	Fighting  2×  Flying  2×  Psychic  2×  Fairy  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Flying  2×  Poison  2×  Bug  2×  Fire  2×  Ice  2×
Weak to:	Poison  2×  Steel  2×
Weak to:	Bug  2×  Dark  2×
Weak to:	Flying  2×  Psychic  2×  Fairy  2×
Weak to:	Flying  2×  Rock  2×  Electric  2×
Weak to:	Flying  2×  Rock  2×  Electric  2×
Weak to:	Ghost  2×  Water  2×  Grass  2×  Ice  2×  Dark  2×
Weak to:	Ghost  2×  Water  2×  Grass  2×  Ice  2×  Dark  2×
Weak to:	Grass  2×  Electric  2×
Weak to:	Fighting  2×
Weak to:	Fighting  2×
Weak to:	Rock  2×  Steel  2×  Water  2×  Electric  2×  Ice  2×
Weak to:	Fighting  2×
Weak to:	Ground  2×  Rock  2×  Dragon  2×
Weak to:	Fighting  2×  Ground  4×  Fire  2×
Weak to:	Ghost  2×  Steel  2×
Weak to:	Bug  2×  Ghost  2×  Grass  2×  Electric  2×  Dark  2×
Weak to:	Fighting  2×  Ice  2×  Dragon  2×  Fairy  2×
Weak to:	Flying  2×  Ghost  2×  Fire  2×  Ice  2×  Dark  2×
Weak to:	Ice  2×  Dragon  2×  Fairy  2×
Weak to:	Flying  2×  Psychic  2×  Ice  2×  Dragon  2×  Fairy  4×
Weak to:	Flying  2×  Psychic  2×  Ice  2×  Dragon  2×  Fairy  4×
Weak to:	Poison  2×  Ground  2×
Weak to:	Poison  2×  Ghost  2×  Steel  2×
Weak to:	Flying  2×  Poison  4×  Steel  2×  Fire  2×  Ice  2×
Weak to:	Poison  2×  Grass  2×  Electric  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Weak to:	Ground  2×  Ghost  2×  Fire  2×  Dark  2×
Weak to:	Ghost  4×  Dark  4×
Weak to:	Ground  4×  Steel  2×  Water  2×  Psychic  2×
Weak to:	Flying  4×  Fire  2×  Psychic  2×  Fairy  2×
Weak to:	Flying  4×  Fire  2×  Psychic  2×  Fairy  2×
Weak to:	Ground  2×
Weak to:	Fire  2×  Electric  2×
Weak to:	Fighting  2×  Fire  4×
Weak to:	Fighting  2×  Bug  2×  Ice  2×  Dragon  2×  Fairy  4×
Weak to:	Bug  1½×  Ghost  1½×  Dark  1½×
Weak to:	Ground  2×  Fire  2×
Weak to:	Flying  2×  Ghost  2×  Psychic  2×  Fairy  2×
Weak to:	Ground  2×  Psychic  2×
Weak to:	Ground  2×  Psychic  2×  Ice  2×  Dragon  2×
Weak to:	Fighting  4×  Ground  4×  Water  2×
Weak to:	Ground  2×  Rock  2×  Ghost  2×  Water  2×  Dark  2×
Weak to:	Ground  2×
Weak to:	Fighting  2×  Ground  2×  Fire  2×
Weak to:	Fighting  2×  Ground  2×  Fire  2×
