Stats	Level	HP	Attack	Defense	Sp. Attack	Sp. Defense	Speed
Max StatsNeutral Nature	Lv. 100	322 - 416	185 - 279	265 - 359	185 - 279	313 - 407	225 - 319
Max StatsNeutral Nature	Lv. 100	322 - 416	265 - 359	185 - 279	225 - 319	313 - 407	185 - 279
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	205 - 299	205 - 299	205 - 299	205 - 299
Max StatsNeutral Nature	Lv. 100	190 - 284	95 - 189	75 - 169	135 - 229	115 - 209	145 - 239
Max StatsNeutral Nature	Lv. 100	210 - 304	135 - 229	95 - 189	175 - 269	135 - 229	195 - 289
Max StatsNeutral Nature	Lv. 100	250 - 344	175 - 269	135 - 229	215 - 309	175 - 269	245 - 339
Max StatsNeutral Nature	Lv. 100	200 - 294	125 - 219	85 - 179	145 - 239	105 - 199	95 - 189
Max StatsNeutral Nature	Lv. 100	230 - 324	175 - 269	125 - 219	175 - 269	125 - 219	115 - 209
Max StatsNeutral Nature	Lv. 100	270 - 364	245 - 339	145 - 239	225 - 319	145 - 239	165 - 259
Max StatsNeutral Nature	Lv. 100	210 - 304	145 - 239	105 - 199	105 - 199	105 - 199	85 - 179
Max StatsNeutral Nature	Lv. 100	250 - 344	175 - 269	145 - 239	125 - 219	145 - 239	105 - 199
Max StatsNeutral Nature	Lv. 100	310 - 404	225 - 319	185 - 279	175 - 269	185 - 279	125 - 219
Max StatsNeutral Nature	Lv. 100	180 - 274	115 - 209	75 - 169	65 - 159	65 - 159	75 - 169
Max StatsNeutral Nature	Lv. 100	250 - 344	185 - 279	145 - 239	125 - 219	125 - 219	145 - 239
Max StatsNeutral Nature	Lv. 100	186 - 280	65 - 159	87 - 181	65 - 159	87 - 181	125 - 219
Max StatsNeutral Nature	Lv. 100	266 - 360	145 - 239	127 - 221	105 - 199	127 - 221	205 - 299
Max StatsNeutral Nature	Lv. 100	200 - 294	95 - 189	75 - 169	45 - 139	65 - 159	45 - 139
Max StatsNeutral Nature	Lv. 100	210 - 304	75 - 169	115 - 209	55 - 149	55 - 149	35 - 129
Max StatsNeutral Nature	Lv. 100	230 - 324	145 - 239	105 - 199	205 - 299	105 - 199	135 - 229
Max StatsNeutral Nature	Lv. 100	210 - 304	75 - 169	115 - 209	55 - 149	55 - 149	35 - 129
Max StatsNeutral Nature	Lv. 100	230 - 324	105 - 199	145 - 239	105 - 199	185 - 279	135 - 229
Max StatsNeutral Nature	Lv. 100	190 - 284	65 - 159	65 - 159	85 - 179	105 - 199	65 - 159
Max StatsNeutral Nature	Lv. 100	230 - 324	105 - 199	105 - 199	125 - 219	145 - 239	105 - 199
Max StatsNeutral Nature	Lv. 100	270 - 364	145 - 239	145 - 239	185 - 279	205 - 299	145 - 239
Max StatsNeutral Nature	Lv. 100	190 - 284	85 - 179	105 - 199	65 - 159	65 - 159	65 - 159
Max StatsNeutral Nature	Lv. 100	250 - 344	145 - 239	85 - 179	125 - 219	85 - 179	125 - 219
Max StatsNeutral Nature	Lv. 100	290 - 384	205 - 299	125 - 219	185 - 279	125 - 219	165 - 259
Max StatsNeutral Nature	Lv. 100	190 - 284	115 - 209	65 - 159	65 - 159	65 - 159	175 - 269
Max StatsNeutral Nature	Lv. 100	230 - 324	175 - 269	125 - 219	155 - 249	105 - 199	255 - 349
Max StatsNeutral Nature	Lv. 100	190 - 284	65 - 159	65 - 159	115 - 209	65 - 159	175 - 269
Max StatsNeutral Nature	Lv. 100	230 - 324	105 - 199	205 - 299	195 - 289	145 - 239	135 - 229
Max StatsNeutral Nature	Lv. 100	166 - 260	55 - 149	55 - 149	95 - 189	75 - 169	85 - 179
Max StatsNeutral Nature	Lv. 100	186 - 280	75 - 169	75 - 169	135 - 229	115 - 209	105 - 199
Max StatsNeutral Nature	Lv. 100	246 - 340	135 - 229	135 - 229	255 - 349	235 - 329	165 - 259
Max StatsNeutral Nature	Lv. 100	190 - 284	65 - 159	69 - 163	105 - 199	109 - 203	135 - 229
Max StatsNeutral Nature	Lv. 100	250 - 344	125 - 219	129 - 223	205 - 299	169 - 263	165 - 259
Max StatsNeutral Nature	Lv. 100	230 - 324	85 - 179	125 - 219	85 - 179	125 - 219	75 - 169
Max StatsNeutral Nature	Lv. 100	230 - 324	265 - 359	165 - 259	125 - 219	125 - 219	145 - 239
Max StatsNeutral Nature	Lv. 100	230 - 324	125 - 219	125 - 219	75 - 169	75 - 169	65 - 159
Max StatsNeutral Nature	Lv. 100	270 - 364	165 - 259	165 - 259	115 - 209	115 - 209	185 - 279
Max StatsNeutral Nature	Lv. 100	410 - 504	325 - 419	205 - 299	195 - 289	135 - 229	205 - 299
Max StatsNeutral Nature	Lv. 100	172 - 266	95 - 189	185 - 279	65 - 159	65 - 159	85 - 179
Max StatsNeutral Nature	Lv. 100	232 - 326	185 - 279	95 - 189	105 - 199	105 - 199	325 - 419
Max StatsNeutral Nature	Lv. 100	1 - 1	185 - 279	95 - 189	65 - 159	65 - 159	85 - 179
Max StatsNeutral Nature	Lv. 100	238 - 332	107 - 201	51 - 145	107 - 201	51 - 145	61 - 155
Max StatsNeutral Nature	Lv. 100	278 - 372	147 - 241	91 - 185	147 - 241	91 - 185	101 - 195
Max StatsNeutral Nature	Lv. 100	318 - 412	187 - 281	131 - 225	187 - 281	151 - 245	141 - 235
Max StatsNeutral Nature	Lv. 100	254 - 348	125 - 219	65 - 159	45 - 139	65 - 159	55 - 149
Max StatsNeutral Nature	Lv. 100	398 - 492	245 - 339	125 - 219	85 - 179	125 - 219	105 - 199
Max StatsNeutral Nature	Lv. 100	210 - 304	45 - 139	85 - 179	45 - 139	85 - 179	45 - 139
Max StatsNeutral Nature	Lv. 100	170 - 264	95 - 189	275 - 369	95 - 189	185 - 279	65 - 159
Max StatsNeutral Nature	Lv. 100	210 - 304	95 - 189	95 - 189	75 - 169	75 - 169	105 - 199
Max StatsNeutral Nature	Lv. 100	250 - 344	135 - 229	135 - 229	115 - 209	115 - 209	185 - 279
Max StatsNeutral Nature	Lv. 100	210 - 304	155 - 249	155 - 249	135 - 229	135 - 229	105 - 199
Max StatsNeutral Nature	Lv. 100	210 - 304	175 - 269	175 - 269	115 - 209	115 - 209	105 - 199
Max StatsNeutral Nature	Lv. 100	210 - 304	145 - 239	205 - 299	85 - 179	85 - 179	65 - 159
Max StatsNeutral Nature	Lv. 100	230 - 324	185 - 279	285 - 379	105 - 199	105 - 199	85 - 179
Max StatsNeutral Nature	Lv. 100	250 - 344	225 - 319	365 - 459	125 - 219	125 - 219	105 - 199
Max StatsNeutral Nature	Lv. 100	170 - 264	85 - 179	115 - 209	85 - 179	115 - 209	125 - 219
Max StatsNeutral Nature	Lv. 100	230 - 324	125 - 219	155 - 249	125 - 219	155 - 249	165 - 259
Max StatsNeutral Nature	Lv. 100	190 - 284	95 - 189	85 - 179	135 - 229	85 - 179	135 - 229
Max StatsNeutral Nature	Lv. 100	250 - 344	155 - 249	125 - 219	215 - 309	125 - 219	215 - 309
Max StatsNeutral Nature	Lv. 100	230 - 324	105 - 199	85 - 179	175 - 269	155 - 249	195 - 289
Max StatsNeutral Nature	Lv. 100	230 - 324	85 - 179	105 - 199	155 - 249	175 - 269	195 - 289
Max StatsNeutral Nature	Lv. 100	240 - 334	151 - 245	155 - 249	99 - 193	175 - 269	175 - 269
Max StatsNeutral Nature	Lv. 100	240 - 334	99 - 193	155 - 249	151 - 245	175 - 269	175 - 269
Max StatsNeutral Nature	Lv. 100	210 - 304	125 - 219	95 - 189	205 - 299	165 - 259	135 - 229
Max StatsNeutral Nature	Lv. 100	250 - 344	91 - 185	111 - 205	91 - 185	111 - 205	85 - 179
Max StatsNeutral Nature	Lv. 100	310 - 404	151 - 245	171 - 265	151 - 245	171 - 265	115 - 209
Max StatsNeutral Nature	Lv. 100	200 - 294	185 - 279	45 - 139	135 - 229	45 - 139	135 - 229
Max StatsNeutral Nature	Lv. 100	250 - 344	245 - 339	85 - 179	195 - 289	85 - 179	195 - 289
Max StatsNeutral Nature	Lv. 100	370 - 464	145 - 239	75 - 169	145 - 239	75 - 169	125 - 219
Max StatsNeutral Nature	Lv. 100	450 - 544	185 - 279	95 - 189	185 - 279	95 - 189	125 - 219
Max StatsNeutral Nature	Lv. 100	230 - 324	125 - 219	85 - 179	135 - 229	95 - 189	75 - 169
Max StatsNeutral Nature	Lv. 100	250 - 344	205 - 299	145 - 239	215 - 309	155 - 249	85 - 179
Max StatsNeutral Nature	Lv. 100	250 - 344	175 - 269	285 - 379	175 - 269	145 - 239	45 - 139
Max StatsNeutral Nature	Lv. 100	230 - 324	55 - 149	75 - 169	145 - 239	165 - 259	125 - 219
Max StatsNeutral Nature	Lv. 100	270 - 364	95 - 189	135 - 229	185 - 279	225 - 319	165 - 259
Max StatsNeutral Nature	Lv. 100	230 - 324	125 - 219	125 - 219	125 - 219	125 - 219	125 - 219
Max StatsNeutral Nature	Lv. 100	200 - 294	205 - 299	95 - 189	95 - 189	95 - 189	25 - 119
Max StatsNeutral Nature	Lv. 100	210 - 304	145 - 239	105 - 199	105 - 199	105 - 199	145 - 239
Max StatsNeutral Nature	Lv. 100	270 - 364	205 - 299	165 - 259	165 - 259	165 - 259	205 - 299
Max StatsNeutral Nature	Lv. 100	210 - 304	175 - 269	85 - 179	175 - 269	85 - 179	75 - 169
Max StatsNeutral Nature	Lv. 100	250 - 344	235 - 329	125 - 219	235 - 329	125 - 219	115 - 209
Max StatsNeutral Nature	Lv. 100	200 - 294	85 - 179	125 - 219	85 - 179	155 - 249	105 - 199
Max StatsNeutral Nature	Lv. 100	260 - 354	145 - 239	185 - 279	145 - 239	215 - 309	165 - 259
Max StatsNeutral Nature	Lv. 100	256 - 350	235 - 329	125 - 219	125 - 219	125 - 219	185 - 279
Max StatsNeutral Nature	Lv. 100	256 - 350	205 - 299	125 - 219	205 - 299	125 - 219	135 - 229
Max StatsNeutral Nature	Lv. 100	290 - 384	115 - 209	135 - 229	195 - 289	175 - 269	145 - 239
Max StatsNeutral Nature	Lv. 100	290 - 384	195 - 289	175 - 269	115 - 209	135 - 229	145 - 239
Max StatsNeutral Nature	Lv. 100	210 - 304	101 - 195	91 - 185	97 - 191	87 - 181	125 - 219
Max StatsNeutral Nature	Lv. 100	330 - 424	161 - 255	151 - 245	157 - 251	147 - 241	125 - 219
Max StatsNeutral Nature	Lv. 100	196 - 290	165 - 259	135 - 229	105 - 199	75 - 169	75 - 169
Max StatsNeutral Nature	Lv. 100	236 - 330	245 - 339	175 - 269	185 - 279	115 - 209	115 - 209
Max StatsNeutral Nature	Lv. 100	190 - 284	85 - 179	115 - 209	85 - 179	145 - 239	115 - 209
Max StatsNeutral Nature	Lv. 100	230 - 324	145 - 239	215 - 309	145 - 239	245 - 339	155 - 249
Max StatsNeutral Nature	Lv. 100	242 - 336	87 - 181	159 - 253	127 - 221	179 - 273	51 - 145
Max StatsNeutral Nature	Lv. 100	282 - 376	167 - 261	199 - 293	167 - 261	219 - 313	91 - 185
Max StatsNeutral Nature	Lv. 100	200 - 294	195 - 289	105 - 199	85 - 179	105 - 199	155 - 249
Max StatsNeutral Nature	Lv. 100	260 - 354	255 - 349	205 - 299	145 - 239	165 - 259	95 - 189
Max StatsNeutral Nature	Lv. 100	150 - 244	35 - 129	45 - 139	25 - 119	115 - 209	165 - 259
Max StatsNeutral Nature	Lv. 100	300 - 394	125 - 219	163 - 257	205 - 299	255 - 349	167 - 261
Max StatsNeutral Nature	Lv. 100	250 - 344	145 - 239	145 - 239	145 - 239	145 - 239	145 - 239
Max StatsNeutral Nature	Lv. 100	230 - 324	185 - 279	145 - 239	125 - 219	245 - 339	85 - 179
Max StatsNeutral Nature	Lv. 100	198 - 292	155 - 249	75 - 169	131 - 225	71 - 165	95 - 189
Max StatsNeutral Nature	Lv. 100	238 - 332	235 - 329	135 - 229	171 - 265	131 - 225	135 - 229
Max StatsNeutral Nature	Lv. 100	150 - 244	85 - 179	185 - 279	65 - 159	185 - 279	55 - 149
Max StatsNeutral Nature	Lv. 100	190 - 284	145 - 239	265 - 359	125 - 219	265 - 359	55 - 149
Max StatsNeutral Nature	Lv. 100	308 - 402	141 - 235	171 - 265	149 - 243	179 - 273	107 - 201
Max StatsNeutral Nature	Lv. 100	260 - 354	105 - 199	165 - 259	195 - 289	185 - 279	135 - 229
Max StatsNeutral Nature	Lv. 100	240 - 334	265 - 359	125 - 219	155 - 249	125 - 219	155 - 249
Max StatsNeutral Nature	Lv. 100	300 - 394	51 - 145	101 - 195	51 - 145	101 - 195	51 - 145
Max StatsNeutral Nature	Lv. 100	210 - 304	105 - 199	105 - 199	105 - 199	105 - 199	105 - 199
Max StatsNeutral Nature	Lv. 100	270 - 364	165 - 259	165 - 259	165 - 259	165 - 259	165 - 259
Max StatsNeutral Nature	Lv. 100	250 - 344	85 - 179	105 - 199	115 - 209	105 - 199	55 - 149
Max StatsNeutral Nature	Lv. 100	290 - 384	125 - 219	145 - 239	155 - 249	145 - 239	95 - 189
Max StatsNeutral Nature	Lv. 100	330 - 424	165 - 259	185 - 279	195 - 289	185 - 279	135 - 229
Max StatsNeutral Nature	Lv. 100	180 - 274	133 - 227	175 - 269	153 - 247	115 - 209	69 - 163
Max StatsNeutral Nature	Lv. 100	220 - 314	213 - 307	215 - 309	193 - 287	155 - 249	109 - 203
Max StatsNeutral Nature	Lv. 100	220 - 314	173 - 267	215 - 309	233 - 327	155 - 249	109 - 203
Max StatsNeutral Nature	Lv. 100	310 - 404	185 - 279	265 - 359	95 - 189	135 - 229	115 - 209
Max StatsNeutral Nature	Lv. 100	196 - 290	65 - 159	115 - 209	85 - 179	135 - 229	199 - 293
Max StatsNeutral Nature	Lv. 100	200 - 294	155 - 249	125 - 219	85 - 179	65 - 159	105 - 199
Max StatsNeutral Nature	Lv. 100	240 - 334	195 - 289	205 - 299	125 - 219	105 - 199	105 - 199
Max StatsNeutral Nature	Lv. 100	300 - 394	275 - 369	165 - 259	225 - 319	165 - 259	205 - 299
Max StatsNeutral Nature	Lv. 100	190 - 284	115 - 209	165 - 259	75 - 169	125 - 219	65 - 159
Max StatsNeutral Nature	Lv. 100	230 - 324	155 - 249	205 - 299	115 - 209	165 - 259	105 - 199
Max StatsNeutral Nature	Lv. 100	270 - 364	275 - 369	265 - 359	195 - 289	185 - 279	145 - 239
Max StatsNeutral Nature	Lv. 100	270 - 364	205 - 299	405 - 499	105 - 199	205 - 299	105 - 199
Max StatsNeutral Nature	Lv. 100	270 - 364	105 - 199	205 - 299	205 - 299	405 - 499	105 - 199
Max StatsNeutral Nature	Lv. 100	270 - 364	155 - 249	305 - 399	155 - 249	305 - 399	105 - 199
Max StatsNeutral Nature	Lv. 100	270 - 364	165 - 259	185 - 279	225 - 319	265 - 359	225 - 319
Max StatsNeutral Nature	Lv. 100	270 - 364	185 - 279	165 - 259	265 - 359	225 - 319	225 - 319
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	185 - 279	305 - 399	285 - 379	185 - 279
Max StatsNeutral Nature	Lv. 100	310 - 404	305 - 399	285 - 379	205 - 299	185 - 279	185 - 279
Max StatsNeutral Nature	Lv. 100	320 - 414	305 - 399	185 - 279	305 - 399	185 - 279	195 - 289
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	205 - 299	205 - 299	205 - 299	205 - 299
Max StatsNeutral Nature	Lv. 100	210 - 304	305 - 399	105 - 199	305 - 399	105 - 199	305 - 399
Max StatsNeutral Nature	Lv. 100	220 - 314	141 - 235	133 - 227	95 - 189	115 - 209	67 - 161
Max StatsNeutral Nature	Lv. 100	260 - 354	183 - 277	175 - 269	115 - 209	135 - 229	77 - 171
Max StatsNeutral Nature	Lv. 100	300 - 394	223 - 317	215 - 309	155 - 249	175 - 269	117 - 211
Max StatsNeutral Nature	Lv. 100	198 - 292	121 - 215	93 - 187	121 - 215	93 - 187	127 - 221
Max StatsNeutral Nature	Lv. 100	238 - 332	161 - 255	109 - 203	161 - 255	109 - 203	167 - 261
Max StatsNeutral Nature	Lv. 100	262 - 356	213 - 307	147 - 241	213 - 307	147 - 241	221 - 315
Max StatsNeutral Nature	Lv. 100	216 - 310	107 - 201	111 - 205	127 - 221	117 - 211	85 - 179
Max StatsNeutral Nature	Lv. 100	238 - 332	137 - 231	141 - 235	167 - 261	157 - 251	105 - 199
Max StatsNeutral Nature	Lv. 100	278 - 372	177 - 271	181 - 275	227 - 321	207 - 301	125 - 219
Max StatsNeutral Nature	Lv. 100	190 - 284	115 - 209	65 - 159	65 - 159	65 - 159	125 - 219
Max StatsNeutral Nature	Lv. 100	220 - 314	155 - 249	105 - 199	85 - 179	85 - 179	165 - 259
Max StatsNeutral Nature	Lv. 100	280 - 374	245 - 339	145 - 239	105 - 199	125 - 219	205 - 299
Max StatsNeutral Nature	Lv. 100	228 - 322	95 - 189	85 - 179	75 - 169	85 - 179	67 - 161
Max StatsNeutral Nature	Lv. 100	268 - 362	175 - 269	125 - 219	115 - 209	125 - 219	147 - 241
Max StatsNeutral Nature	Lv. 100	184 - 278	55 - 149	87 - 181	55 - 149	87 - 181	55 - 149
Max StatsNeutral Nature	Lv. 100	264 - 358	175 - 269	107 - 201	115 - 209	107 - 201	135 - 229
Max StatsNeutral Nature	Lv. 100	200 - 294	135 - 229	73 - 167	85 - 179	73 - 167	95 - 189
Max StatsNeutral Nature	Lv. 100	230 - 324	175 - 269	103 - 197	125 - 219	103 - 197	125 - 219
Max StatsNeutral Nature	Lv. 100	270 - 364	245 - 339	163 - 257	195 - 289	163 - 257	145 - 239
Max StatsNeutral Nature	Lv. 100	190 - 284	65 - 159	75 - 169	105 - 199	145 - 239	115 - 209
Max StatsNeutral Nature	Lv. 100	230 - 324	145 - 239	135 - 229	255 - 349	215 - 309	185 - 279
Max StatsNeutral Nature	Lv. 100	244 - 338	255 - 349	85 - 179	65 - 159	65 - 159	121 - 215
Max StatsNeutral Nature	Lv. 100	304 - 398	335 - 429	125 - 219	135 - 229	105 - 199	121 - 215
Max StatsNeutral Nature	Lv. 100	170 - 264	89 - 183	241 - 335	89 - 183	181 - 275	65 - 159
Max StatsNeutral Nature	Lv. 100	230 - 324	109 - 203	341 - 435	99 - 193	281 - 375	65 - 159
Max StatsNeutral Nature	Lv. 100	190 - 284	63 - 157	95 - 189	63 - 157	95 - 189	77 - 171
Max StatsNeutral Nature	Lv. 100	230 - 324	123 - 217	175 - 269	163 - 257	215 - 309	77 - 171
Max StatsNeutral Nature	Lv. 100	250 - 344	193 - 287	105 - 199	193 - 287	105 - 199	137 - 231
Max StatsNeutral Nature	Lv. 100	170 - 264	65 - 159	89 - 183	65 - 159	89 - 183	145 - 239
Max StatsNeutral Nature	Lv. 100	250 - 344	165 - 259	209 - 303	165 - 259	209 - 303	85 - 179
Max StatsNeutral Nature	Lv. 100	230 - 324	95 - 189	145 - 239	95 - 189	185 - 279	195 - 289
Max StatsNeutral Nature	Lv. 100	220 - 314	135 - 229	75 - 169	125 - 219	65 - 159	175 - 269
Max StatsNeutral Nature	Lv. 100	280 - 374	215 - 309	115 - 209	175 - 269	105 - 199	235 - 329
Max StatsNeutral Nature	Lv. 100	200 - 294	75 - 169	95 - 189	129 - 223	111 - 205	75 - 169
Max StatsNeutral Nature	Lv. 100	250 - 344	125 - 219	145 - 239	179 - 273	161 - 255	175 - 269
Max StatsNeutral Nature	Lv. 100	262 - 356	101 - 195	101 - 195	119 - 213	129 - 223	73 - 167
Max StatsNeutral Nature	Lv. 100	332 - 426	171 - 265	141 - 235	189 - 283	169 - 263	83 - 177
Max StatsNeutral Nature	Lv. 100	260 - 354	205 - 299	137 - 231	125 - 219	137 - 231	235 - 329
Max StatsNeutral Nature	Lv. 100	290 - 384	105 - 199	73 - 167	125 - 219	93 - 187	145 - 239
Max StatsNeutral Nature	Lv. 100	410 - 504	165 - 259	93 - 187	185 - 279	113 - 207	165 - 259
Max StatsNeutral Nature	Lv. 100	220 - 314	137 - 231	93 - 187	93 - 187	117 - 211	175 - 269
Max StatsNeutral Nature	Lv. 100	240 - 334	157 - 251	173 - 267	113 - 207	197 - 291	215 - 309
Max StatsNeutral Nature	Lv. 100	230 - 324	125 - 219	125 - 219	215 - 309	215 - 309	215 - 309
Max StatsNeutral Nature	Lv. 100	310 - 404	255 - 349	109 - 203	215 - 309	109 - 203	147 - 241
Max StatsNeutral Nature	Lv. 100	208 - 302	115 - 209	89 - 183	89 - 183	79 - 173	175 - 269
Max StatsNeutral Nature	Lv. 100	252 - 346	169 - 263	133 - 227	133 - 227	123 - 217	229 - 323
Max StatsNeutral Nature	Lv. 100	200 - 294	65 - 159	105 - 199	135 - 229	105 - 199	95 - 189
Max StatsNeutral Nature	Lv. 100	236 - 330	131 - 225	99 - 193	87 - 181	87 - 181	153 - 247
Max StatsNeutral Nature	Lv. 100	316 - 410	191 - 285	139 - 233	147 - 241	127 - 221	173 - 267
Max StatsNeutral Nature	Lv. 100	224 - 318	53 - 147	177 - 271	53 - 147	177 - 271	51 - 145
Max StatsNeutral Nature	Lv. 100	244 - 338	183 - 277	237 - 331	163 - 257	237 - 331	71 - 165
Max StatsNeutral Nature	Lv. 100	210 - 304	165 - 259	195 - 289	25 - 119	95 - 189	25 - 119
Max StatsNeutral Nature	Lv. 100	150 - 244	55 - 149	95 - 189	145 - 239	185 - 279	125 - 219
Max StatsNeutral Nature	Lv. 100	310 - 404	15 - 109	15 - 109	35 - 129	135 - 229	65 - 159
Max StatsNeutral Nature	Lv. 100	262 - 356	135 - 229	95 - 189	189 - 283	89 - 183	187 - 281
Max StatsNeutral Nature	Lv. 100	210 - 304	189 - 283	221 - 315	189 - 283	221 - 315	75 - 169
Max StatsNeutral Nature	Lv. 100	226 - 320	145 - 239	95 - 189	85 - 179	95 - 189	89 - 183
Max StatsNeutral Nature	Lv. 100	246 - 340	185 - 279	135 - 229	105 - 199	115 - 209	169 - 263
Max StatsNeutral Nature	Lv. 100	326 - 420	265 - 359	195 - 289	165 - 259	175 - 269	209 - 303
Max StatsNeutral Nature	Lv. 100	380 - 474	175 - 269	85 - 179	85 - 179	175 - 269	15 - 109
Max StatsNeutral Nature	Lv. 100	190 - 284	145 - 239	85 - 179	75 - 169	85 - 179	125 - 219
Max StatsNeutral Nature	Lv. 100	250 - 344	225 - 319	145 - 239	235 - 329	145 - 239	185 - 279
Max StatsNeutral Nature	Lv. 100	246 - 340	149 - 243	161 - 255	81 - 175	89 - 183	69 - 163
Max StatsNeutral Nature	Lv. 100	326 - 420	229 - 323	241 - 335	141 - 235	149 - 243	99 - 193
Max StatsNeutral Nature	Lv. 100	190 - 284	105 - 199	185 - 279	65 - 159	115 - 209	135 - 229
Max StatsNeutral Nature	Lv. 100	250 - 344	185 - 279	225 - 319	125 - 219	155 - 249	195 - 289
Max StatsNeutral Nature	Lv. 100	206 - 300	127 - 221	85 - 179	127 - 221	85 - 179	105 - 199
Max StatsNeutral Nature	Lv. 100	276 - 370	217 - 311	135 - 229	177 - 271	135 - 229	175 - 269
Max StatsNeutral Nature	Lv. 100	258 - 352	205 - 299	149 - 243	185 - 279	149 - 243	97 - 191
Max StatsNeutral Nature	Lv. 100	208 - 302	103 - 197	117 - 211	103 - 197	127 - 221	137 - 231
Max StatsNeutral Nature	Lv. 100	248 - 342	143 - 237	157 - 251	143 - 237	177 - 271	187 - 281
Max StatsNeutral Nature	Lv. 100	200 - 294	45 - 139	105 - 199	125 - 219	245 - 339	105 - 199
Max StatsNeutral Nature	Lv. 100	230 - 324	129 - 223	105 - 199	129 - 223	125 - 219	85 - 179
Max StatsNeutral Nature	Lv. 100	290 - 384	189 - 283	155 - 249	189 - 283	175 - 269	125 - 219
Max StatsNeutral Nature	Lv. 100	250 - 344	245 - 339	135 - 229	95 - 189	175 - 269	255 - 349
Max StatsNeutral Nature	Lv. 100	250 - 344	145 - 239	235 - 329	265 - 359	185 - 279	125 - 219
Max StatsNeutral Nature	Lv. 100	330 - 424	175 - 269	195 - 289	165 - 259	195 - 289	105 - 199
Max StatsNeutral Nature	Lv. 100	340 - 434	285 - 379	265 - 359	115 - 209	115 - 209	85 - 179
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	255 - 349	225 - 319	105 - 199	105 - 199
Max StatsNeutral Nature	Lv. 100	260 - 354	251 - 345	139 - 233	195 - 289	175 - 269	195 - 289
Max StatsNeutral Nature	Lv. 100	260 - 354	195 - 289	139 - 233	255 - 349	195 - 289	171 - 265
Max StatsNeutral Nature	Lv. 100	280 - 374	105 - 199	195 - 289	245 - 339	235 - 329	165 - 259
Max StatsNeutral Nature	Lv. 100	282 - 376	157 - 251	177 - 271	237 - 331	117 - 211	195 - 289
Max StatsNeutral Nature	Lv. 100	240 - 334	225 - 319	265 - 359	125 - 219	135 - 229	195 - 289
Max StatsNeutral Nature	Lv. 100	240 - 334	125 - 219	225 - 319	265 - 359	195 - 289	135 - 229
Max StatsNeutral Nature	Lv. 100	260 - 354	195 - 289	255 - 349	95 - 189	155 - 249	195 - 289
Max StatsNeutral Nature	Lv. 100	330 - 424	265 - 359	165 - 259	145 - 239	125 - 219	165 - 259
Max StatsNeutral Nature	Lv. 100	280 - 374	165 - 259	145 - 239	275 - 369	155 - 249	185 - 279
Max StatsNeutral Nature	Lv. 100	246 - 340	255 - 349	135 - 229	135 - 229	235 - 329	165 - 259
Max StatsNeutral Nature	Lv. 100	230 - 324	115 - 209	295 - 389	155 - 249	305 - 399	85 - 179
Max StatsNeutral Nature	Lv. 100	200 - 294	205 - 299	275 - 369	135 - 229	275 - 369	95 - 189
Max StatsNeutral Nature	Lv. 100	250 - 344	165 - 259	145 - 239	165 - 259	145 - 239	225 - 319
Max StatsNeutral Nature	Lv. 100	210 - 304	105 - 199	159 - 253	195 - 289	159 - 253	187 - 281
Max StatsNeutral Nature	Lv. 100	260 - 354	155 - 249	265 - 359	155 - 249	265 - 359	195 - 289
Max StatsNeutral Nature	Lv. 100	270 - 364	215 - 309	215 - 309	215 - 309	215 - 309	165 - 259
Max StatsNeutral Nature	Lv. 100	260 - 354	255 - 349	145 - 239	255 - 349	145 - 239	235 - 329
Max StatsNeutral Nature	Lv. 100	310 - 404	245 - 339	245 - 339	305 - 399	205 - 299	185 - 279
Max StatsNeutral Nature	Lv. 100	290 - 384	245 - 339	205 - 299	305 - 399	245 - 339	205 - 299
Max StatsNeutral Nature	Lv. 100	292 - 386	185 - 279	217 - 311	265 - 359	217 - 311	159 - 253
Max StatsNeutral Nature	Lv. 100	330 - 424	325 - 419	225 - 319	165 - 259	225 - 319	205 - 299
Max StatsNeutral Nature	Lv. 100	410 - 504	205 - 299	245 - 339	205 - 299	245 - 339	185 - 279
Max StatsNeutral Nature	Lv. 100	350 - 444	145 - 239	245 - 339	155 - 249	265 - 359	175 - 269
Max StatsNeutral Nature	Lv. 100	270 - 364	165 - 259	165 - 259	165 - 259	165 - 259	165 - 259
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	205 - 299	205 - 299	205 - 299	205 - 299
Max StatsNeutral Nature	Lv. 100	250 - 344	185 - 279	185 - 279	275 - 369	185 - 279	255 - 349
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	205 - 299	205 - 299	205 - 299	205 - 299
Max StatsNeutral Nature	Lv. 100	350 - 444	245 - 339	245 - 339	245 - 339	245 - 339	245 - 339
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	205 - 299	205 - 299	205 - 299	205 - 299
Max StatsNeutral Nature	Lv. 100	200 - 294	95 - 189	115 - 209	95 - 189	115 - 209	131 - 225
Max StatsNeutral Nature	Lv. 100	230 - 324	125 - 219	155 - 249	125 - 219	155 - 249	171 - 265
Max StatsNeutral Nature	Lv. 100	260 - 354	155 - 249	195 - 289	155 - 249	195 - 289	231 - 325
